URL,Walk Score (out of 100),Transit Score (out of 100),Bike Score (out of 100),Elementary School Score (out of 10),Middle School Score (out of 10),High School Score (out of 10),Address,Price,Beds,Baths,Sq Ft,Year Built,Property Type,HOA Dues,Lot Size,Garage Spaces,Has Pool,Has Patio,Flood Factor,Fire Factor,Heat Factor,Wind Factor,Full Address,Zipcode
https://www.redfin.com/NV/Las-Vegas/7889-Mosaic-Harbor-Ave-89117/home/29536148,16,33,33,5,5,5,"7889 Mosaic Harbor Ave,Las Vegas,NV89117","$625,000 ",5,4,"3,694",2000,Single Family Residential,$28 ,"10,019",3,FALSE,FALSE,Minimal,Minimal,Severe,Minimal,7889 Mosaic Harbor Ave,89117
https://www.redfin.com/NV/Las-Vegas/8042-Earl-Grey-Ct-89117/home/29536662,23,34,35,5,5,5,"8042 Earl Grey Ct,Las Vegas,NV89117","$500,000 ",4,2.5,"1,989",1999,Single Family Residential,$31 ,"4,356",2,TRUE,TRUE,Minimal,Minimal,Severe,Minimal,8042 Earl Grey Ct,89117
https://www.redfin.com/NV/Las-Vegas/7225-Latour-Ct-89117/home/29538072,33,37,52,4,5,5,"7225 Latour Ct,Las Vegas,NV89117","$810,000 ",4,4,"4,000",1990,Single Family Residential,$0 ,20473,3,TRUE,TRUE,Minimal,Minimal,Severe,Minimal,7225 Latour Ct,89117
https://www.redfin.com/NV/Las-Vegas/6878-Edna-Ave-89146/home/29538264,46,38,50,4,5,3,"6878 Edna Ave,Las Vegas,NV89146","$577,000 ",4,2.5,"2,676",1974,Single Family Residential,$0 ,22216,4,TRUE,TRUE,Minimal,Minimal,Severe,Minimal,6878 Edna Ave,89146
https://www.redfin.com/NV/Las-Vegas/3150-S-Bronco-St-89146/home/29538548,57,37,46,4,5,3,"3150 S Bronco St,Las Vegas,NV89146","$1,000,000 ",4,2.5,"3,862",1990,Single Family Residential,$0 ,24394,2,TRUE,TRUE,Minimal,Minimal,Severe,Minimal,3150 S Bronco St,89146
https://www.redfin.com/NV/Las-Vegas/3858-Moongate-Cir-89103/home/29540882,65,45,47,4,5,3,"3858 Moongate Cir,Las Vegas,NV89103","$490,000 ",5,2.5,"2,545",1994,Single Family Residential,$0 ,"8,276",2,FALSE,FALSE,Minimal,Minimal,Severe,Minimal,3858 Moongate Cir,89103
https://www.redfin.com/NV/Las-Vegas/3797-Topawa-St-89103/home/29542434,65,45,48,4,5,3,"3797 S Topawa St,Las Vegas,NV89103","$524,500 ",4,3,"2,106",1978,Single Family Residential,$0 ,"7,841",2,TRUE,TRUE,Minimal,Minimal,Severe,Minimal,3797 S Topawa St,89103
https://www.redfin.com/NV/Las-Vegas/5280-Cabrito-Dr-89103/home/29542598,71,40,50,4,5,3,"5280 Cabrito Dr,Las Vegas,NV89103","$500,000 ",4,2.5,"2,150",1981,Single Family Residential,$0 ,"8,276",2,TRUE,TRUE,Minimal,Minimal,Severe,Minimal,5280 Cabrito Dr,89103
https://www.redfin.com/NV/Las-Vegas/6783-Baile-Rd-89146/home/29543729,66,39,50,4,5,3,"6783 Baile Rd,Las Vegas,NV89146","$515,000 ",4,2.5,"2,268",1983,Single Family Residential,$0 ,12197,3,TRUE,FALSE,Minimal,Minimal,Severe,Minimal,6783 Baile Rd,89146
https://www.redfin.com/NV/Las-Vegas/6576-Casa-Linda-Dr-89103/home/29543930,55,42,44,4,5,2,"6576 Casa Linda Dr,Las Vegas,NV89103","$393,000 ",3,2,"1,232",1976,Single Family Residential,$0 ,"6,098",2,FALSE,TRUE,Minimal,Minimal,Severe,Minimal,6576 Casa Linda Dr,89103
https://www.redfin.com/NV/Las-Vegas/6476-Scotch-Pine-Cir-89146/home/29544986,54,38,41,4,5,3,"6476 Scotch Pine Cir,Las Vegas,NV89146","$625,000 ",3,2,"2,214",1987,Single Family Residential,$0 ,"10,454",3,TRUE,TRUE,Minimal,Minimal,Severe,Minimal,6476 Scotch Pine Cir,89146
https://www.redfin.com/NV/Las-Vegas/6116-Meadowhaven-Ln-89103/home/29545621,73,42,50,4,5,2,"6116 Meadowhaven Ln,Las Vegas,NV89103","$240,000 ",3,2.5,"1,362",1977,Townhouse,$252 ,"1,307",1,TRUE,TRUE,Minimal,Minimal,Severe,Minimal,6116 Meadowhaven Ln,89103
https://www.redfin.com/NV/Las-Vegas/3869-Bombastic-Ct-89147/home/29550220,53,41,40,6,5,5,"3869 Bombastic Ct,Las Vegas,NV89147","$615,000 ",4,3,"2,598",1999,Single Family Residential,$0 ,"9,148",3,TRUE,TRUE,Minimal,Minimal,Severe,Minimal,3869 Bombastic Ct,89147
https://www.redfin.com/NV/Las-Vegas/3519-Judah-Way-89147/home/29552180,68,40,50,6,5,5,"3519 Judah Way,Las Vegas,NV89147","$360,000 ",2,2,"1,232",1994,Townhouse,$128 ,"5,227",2,FALSE,TRUE,Minimal,Minimal,Severe,Minimal,3519 Judah Way,89147
https://www.redfin.com/NV/Las-Vegas/10015-Cambridge-Blue-Ave-89147/home/29555165,51,36,52,6,8,5,"10015 Cambridge Blue Ave,Las Vegas,NV89147","$413,800 ",3,2.5,"1,833",1997,Single Family Residential,$0 ,"3,920",2,FALSE,FALSE,Minimal,Moderate,Severe,Minimal,10015 Cambridge Blue Ave,89147
https://www.redfin.com/NV/Las-Vegas/3942-Starfield-Ln-89147/home/29557501,75,41,58,6,8,5,"3942 Starfield Ln,Las Vegas,NV89147","$335,000 ",3,2.5,"1,343",1999,Townhouse,$105 ,"1,307",1,TRUE,TRUE,Minimal,Minimal,Severe,Minimal,3942 Starfield Ln,89147
https://www.redfin.com/NV/Las-Vegas/8767-Crystal-Port-Ave-89147/home/29560610,53,39,36,6,5,2,"8767 Crystal Port Ave,Las Vegas,NV89147","$315,000 ",2,2,"1,346",1999,Townhouse,$179 ,"3,920",2,TRUE,FALSE,Moderate,Minor,Severe,Minimal,8767 Crystal Port Ave,89147
https://www.redfin.com/NV/Las-Vegas/7023-Forest-Vista-St-89147/home/29568085,28,37,45,5,5,5,"7023 Forest Vista St,Las Vegas,NV89147","$305,000 ",3,2,"1,024",1976,Townhouse,$0 ,"3,920",1,FALSE,TRUE,Minimal,Minimal,Severe,Minimal,7023 Forest Vista St,89147
https://www.redfin.com/NV/Las-Vegas/4383-Pineaire-St-89147/home/29568106,69,39,56,5,5,5,"4383 Pineaire St,Las Vegas,NV89147","$312,000 ",3,2,"1,024",1977,Townhouse,$0 ,"3,485",1,FALSE,FALSE,Minimal,Minimal,Severe,Minimal,4383 Pineaire St,89147
https://www.redfin.com/NV/Las-Vegas/7082-Acorn-Ct-89147/home/29568675,31,37,44,5,5,5,"7082 Acorn Ct,Las Vegas,NV89147","$339,000 ",3,2,"1,202",1973,Single Family Residential,$0 ,"5,663",2,FALSE,TRUE,Minimal,Minimal,Severe,Minimal,7082 Acorn Ct,89147
https://www.redfin.com/NV/Las-Vegas/7241-Girard-Dr-89147/home/29568703,42,38,41,5,5,2,"7241 Girard Dr,Las Vegas,NV89147","$310,000 ",3,2,"1,185",1985,Single Family Residential,$0 ,"4,356",1,FALSE,TRUE,Minimal,Minimal,Severe,Minimal,7241 Girard Dr,89147
https://www.redfin.com/NV/Las-Vegas/4749-Hackamore-Dr-89103/home/29570629,45,40,35,6,5,2,"4749 Hackamore Dr,Las Vegas,NV89103","$420,000 ",4,2,"1,771",1983,Single Family Residential,$0 ,"7,405",2,FALSE,FALSE,Minimal,Minimal,Severe,Minimal,4749 Hackamore Dr,89103
https://www.redfin.com/NV/Las-Vegas/6621-Shelter-Ln-89103/home/29570647,42,40,42,6,5,2,"6621 Shelter Ln,Las Vegas,NV89103","$478,000 ",3,2,"1,538",1983,Single Family Residential,$0 ,"8,712",2,TRUE,TRUE,Minimal,Minimal,Severe,Minimal,6621 Shelter Ln,89103
https://www.redfin.com/NV/Las-Vegas/6734-Wayburn-Way-89103/home/29570841,52,39,38,6,5,2,"6734 Wayburn Way,Las Vegas,NV89103","$430,000 ",3,2,"1,583",1983,Single Family Residential,$0 ,"7,841",2,FALSE,FALSE,Minimal,Minimal,Severe,Minimal,6734 Wayburn Way,89103
https://www.redfin.com/NV/Las-Vegas/6277-Fairbanks-Rd-89103/home/29571823,65,40,73,6,5,2,"6277 Fairbanks Rd,Las Vegas,NV89103","$392,000 ",4,2,"1,249",1974,Single Family Residential,$0 ,"6,970",2,FALSE,FALSE,Minimal,Minimal,Severe,Minimal,6277 Fairbanks Rd,89103
https://www.redfin.com/NV/Las-Vegas/4453-Ridgeville-St-89103/home/29572204,40,39,55,6,5,2,"4453 Ridgeville St,Las Vegas,NV89103","$355,000 ",3,2,"1,428",1975,Single Family Residential,$0 ,"6,098",0,FALSE,TRUE,Minimal,Minimal,Severe,Minimal,4453 Ridgeville St,89103
https://www.redfin.com/NV/Las-Vegas/6490-Gunderson-Blvd-89103/home/29572575,56,40,56,6,5,2,"6490 Gunderson Blvd,Las Vegas,NV89103","$345,000 ",4,3,"1,678",1974,Single Family Residential,$0 ,"6,970",0,FALSE,FALSE,Minimal,Minimal,Severe,Minimal,6490 Gunderson Blvd,89103
https://www.redfin.com/NV/Las-Vegas/6233-Bullion-Blvd-89103/home/29573247,49,38,43,6,5,2,"6233 Bullion Blvd,Las Vegas,NV89103","$349,900 ",4,2,"1,830",1976,Single Family Residential,$0 ,"6,534",2,TRUE,FALSE,Minimal,Minimal,Severe,Minimal,6233 Bullion Blvd,89103
https://www.redfin.com/NV/Las-Vegas/4659-Royal-Ridge-Blvd-89103/home/29575030,44,39,26,6,4,3,"4659 Royal Ridge Blvd,Las Vegas,NV89103","$115,000 ",3,2,924,1976,Single Family Residential,$130 ,"3,485",2,FALSE,TRUE,Minimal,Minimal,Severe,Minimal,4659 Royal Ridge Blvd,89103
https://www.redfin.com/NV/Las-Vegas/4624-E-Royal-Club-Way-89103/home/29575387,63,39,43,6,4,3,"4624 E Royal Club Way,Las Vegas,NV89103","$206,500 ",2,2,"1,632",1977,Single Family Residential,$130 ,"4,356",1,TRUE,TRUE,Minimal,Minimal,Severe,Minimal,4624 E Royal Club Way,89103
https://www.redfin.com/NV/Las-Vegas/5237-Wave-Dancer-Ln-89118/home/29576578,49,40,45,7,4,2,"5237 Wave Dancer Ln,Las Vegas,NV89118","$294,000 ",2,2,"1,089",1994,Townhouse,$152 ,"1,742",1,TRUE,TRUE,Minimal,Minimal,Severe,Minimal,5237 Wave Dancer Ln,89118
https://www.redfin.com/NV/Las-Vegas/5226-Souvenir-Ln-89118/home/29576591,49,40,45,7,4,2,"5226 Souvenir Ln,Las Vegas,NV89118","$280,000 ",2,2,"1,089",1994,Townhouse,$152 ,"1,742",1,TRUE,FALSE,Minimal,Minimal,Severe,Minimal,5226 Souvenir Ln,89118
https://www.redfin.com/NV/Las-Vegas/5263-Tropical-Peach-Dr-89118/home/29577204,52,38,43,7,4,2,"5263 Tropical Peach Dr,Las Vegas,NV89118","$290,000 ",2,2.5,"1,677",1995,Townhouse,$230 ,"1,307",2,TRUE,TRUE,Minimal,Minimal,Severe,Minimal,5263 Tropical Peach Dr,89118
https://www.redfin.com/NV/Las-Vegas/5330-Comstock-Lode-Ln-89118/home/29577440,46,36,41,7,4,2,"5330 Comstock Lode Ln,Las Vegas,NV89118","$340,000 ",3,2.5,"1,468",1996,Single Family Residential,$125 ,"2,178",2,TRUE,TRUE,Minimal,Minimal,Severe,Minimal,5330 Comstock Lode Ln,89118
https://www.redfin.com/NV/Las-Vegas/5756-Chisolm-Trl-89118/home/29577500,52,38,43,7,4,2,"5756 Chisolm Trl,Las Vegas,NV89118","$360,000 ",3,3,"1,412",1997,Single Family Residential,$125 ,"2,614",1,TRUE,FALSE,Minimal,Minimal,Severe,Minimal,5756 Chisolm Trl,89118
https://www.redfin.com/NV/Las-Vegas/5229-Shasta-Lake-Way-89118/home/29579697,24,39,35,5,4,2,"5229 Shasta Lake Way,Las Vegas,NV89118","$320,000 ",2,2,"1,127",1996,Single Family Residential,$90 ,"3,920",2,TRUE,TRUE,Minimal,Minor,Severe,Minimal,5229 Shasta Lake Way,89118
https://www.redfin.com/NV/Las-Vegas/5320-Sharon-Marie-Ct-89118/home/29579758,36,40,37,5,4,2,"5320 Sharon Marie Ct,Las Vegas,NV89118","$499,000 ",4,3,"2,288",1996,Single Family Residential,$0 ,"7,841",3,FALSE,TRUE,Minimal,Minor,Severe,Minimal,5320 Sharon Marie Ct,89118
https://www.redfin.com/NV/Las-Vegas/4914-Mission-Bay-Dr-89113/home/29580735,24,34,27,8,4,2,"4914 Mission Bay Dr,Las Vegas,NV89113","$593,000 ",3,2,"1,813",1986,Single Family Residential,$590 ,"7,405",2,TRUE,FALSE,Minimal,Minimal,Severe,Minimal,4914 Mission Bay Dr,89113
https://www.redfin.com/NV/Las-Vegas/6370-W-Dewey-Dr-89118/home/29580794,27,36,34,5,4,2,"6370 W Dewey Dr,Las Vegas,NV89118","$820,000 ",4,3.5,"3,938",1989,Single Family Residential,$0 ,27878,2,TRUE,TRUE,Minimal,Minor,Severe,Minimal,6370 W Dewey Dr,89118
https://www.redfin.com/NV/Las-Vegas/7715-Top-Hat-Ave-89113/home/29581565,13,34,34,8,4,2,"7715 Top Hat Ave,Las Vegas,NV89113","$355,000 ",3,2,"1,460",1998,Townhouse,$250 ,"3,485",2,TRUE,FALSE,Minimal,Minor,Severe,Minimal,7715 Top Hat Ave,89113
https://www.redfin.com/NV/Las-Vegas/5053-Mount-Pleasant-Ln-89113/home/29582195,16,38,30,8,4,2,"5053 Mount Pleasant Ln,Las Vegas,NV89113","$495,000 ",2,2.5,"1,734",1988,Townhouse,$770 ,"3,049",2,TRUE,TRUE,Minimal,Minimal,Severe,Minimal,5053 Mount Pleasant Ln,89113
https://www.redfin.com/NV/Las-Vegas/8271-Turtle-Creek-Cir-89113/home/29583121,8,36,32,8,4,2,"8271 Turtle Creek Cir,Las Vegas,NV89113","$758,000 ",3,3.5,"2,691",1992,Single Family Residential,$620 ,"6,970",2,TRUE,TRUE,Minimal,Minimal,Severe,Minimal,8271 Turtle Creek Cir,89113
https://www.redfin.com/NV/Las-Vegas/7825-Rancho-Mirage-Dr-89113/home/29583175,18,34,25,8,4,2,"7825 Rancho Mirage Dr,Las Vegas,NV89113","$1,060,000 ",4,4,"4,134",1990,Single Family Residential,$586 ,"7,841",3,TRUE,TRUE,Minimal,Minimal,Severe,Minimal,7825 Rancho Mirage Dr,89113
https://www.redfin.com/NV/Las-Vegas/5517-Morning-Swim-Ln-89113/home/29583970,0,36,34,8,4,2,"5517 Morning Swim Ln,Las Vegas,NV89113","$415,000 ",3,2,"1,594",1994,Single Family Residential,$0 ,"5,227",2,FALSE,TRUE,Minimal,Minimal,Severe,Minimal,5517 Morning Swim Ln,89113
https://www.redfin.com/NV/Las-Vegas/7292-Purple-Shadow-Ave-89113/home/29585915,32,38,39,5,4,2,"7292 Purple Shadow Ave,Las Vegas,NV89113","$526,000 ",3,2,"1,581",1997,Single Family Residential,$0 ,"8,276",3,TRUE,TRUE,Minimal,Moderate,Severe,Minimal,7292 Purple Shadow Ave,89113
https://www.redfin.com/NV/Las-Vegas/10550-Cedar-Run-Ct-89135/home/29587749,23,35,29,7,8,6,"10550 Cedar Run Ct,Las Vegas,NV89135","$460,000 ",3,2.5,"1,698",2000,Single Family Residential,$57 ,"4,356",2,FALSE,FALSE,Minimal,Minor,Severe,Minimal,10550 Cedar Run Ct,89135
https://www.redfin.com/NV/Las-Vegas/2890-Painted-Lilly-Dr-89135/home/29588864,18,35,26,7,8,6,"2890 Painted Lilly Dr,Las Vegas,NV89135","$700,000 ",4,2.5,"2,629",1999,Single Family Residential,$121 ,"7,841",3,TRUE,FALSE,Minimal,Moderate,Severe,Minimal,2890 Painted Lilly Dr,89135
https://www.redfin.com/NV/Las-Vegas/3249-River-Glorious-Ln-89135/home/29589401,40,32,46,7,8,6,"3249 River Glorious Ln,Las Vegas,NV89135","$425,000 ",3,2,"1,284",2000,Single Family Residential,$57 ,"4,792",2,FALSE,TRUE,Minimal,Major,Severe,Minimal,3249 River Glorious Ln,89135
https://www.redfin.com/NV/Las-Vegas/9895-Shadycrest-Ct-89148/home/29831330,43,37,41,0,8,2,"9895 Shadycrest Ct,Las Vegas,NV89148","$590,000 ",3,2.5,"2,614",2000,Single Family Residential,$23 ,"7,405",3,FALSE,TRUE,Minimal,Severe,Severe,Minimal,9895 Shadycrest Ct,89148
https://www.redfin.com/NV/Las-Vegas/4424-San-Cascina-St-89135/home/29833228,20,18,26,0,8,2,"4424 San Cascina St,Las Vegas,NV89135","$555,000 ",2,2,"1,683",2000,Single Family Residential,$275 ,"6,534",2,TRUE,TRUE,Moderate,Severe,Severe,Minimal,4424 San Cascina St,89135
https://www.redfin.com/NV/Las-Vegas/3050-Harbor-Heights-Dr-89117/home/29866688,49,38,47,5,5,5,"3050 Harbor Heights Dr,Las Vegas,NV89117","$454,000 ",3,2.5,"1,957",2001,Single Family Residential,$28 ,"4,792",2,FALSE,TRUE,Minimal,Minimal,Severe,Minimal,3050 Harbor Heights Dr,89117
https://www.redfin.com/NV/Las-Vegas/10094-San-Gervasio-Ave-89147/home/29867789,47,40,39,0,8,2,"10094 San Gervasio Ave,Las Vegas,NV89147","$405,000 ",3,2.5,"1,549",2001,Single Family Residential,$45 ,"4,356",2,FALSE,TRUE,Minimal,Severe,Severe,Minimal,10094 San Gervasio Ave,89147
https://www.redfin.com/NV/Las-Vegas/4661-Altina-St-89147/home/29867814,47,40,39,0,8,2,"4661 Altina St,Las Vegas,NV89147","$475,000 ",3,3,"1,544",2000,Single Family Residential,$45 ,"6,098",3,FALSE,TRUE,Minimal,Severe,Severe,Minimal,4661 Altina St,89147
https://www.redfin.com/NV/Las-Vegas/9907-Ridge-Manor-Ave-89148/home/29868756,50,39,42,0,8,2,"9907 Ridge Manor Ave,Las Vegas,NV89148","$695,000 ",3,2.5,"2,644",2001,Single Family Residential,$23 ,"7,405",3,TRUE,TRUE,Minimal,Severe,Severe,Minimal,9907 Ridge Manor Ave,89148
https://www.redfin.com/NV/Las-Vegas/9778-W-Mesa-Vista-Ave-89148/home/29869423,47,37,41,0,8,2,"9778 W Mesa Vista Ave,Las Vegas,NV89148","$508,000 ",4,3,"2,437",2002,Single Family Residential,$23 ,"4,792",3,TRUE,TRUE,Minimal,Severe,Severe,Minimal,9778 W Mesa Vista Ave,89148
https://www.redfin.com/NV/Las-Vegas/5902-Bellerive-St-89113/home/29870407,15,35,36,8,4,2,"5902 Bellerive St,Las Vegas,NV89113","$430,000 ",3,2,"1,602",2001,Single Family Residential,$28 ,"4,792",2,FALSE,FALSE,Minimal,Moderate,Severe,Minimal,5902 Bellerive St,89113
https://www.redfin.com/NV/Las-Vegas/3562-Red-Fir-St-89135/home/29872337,52,32,44,9,8,5,"3562 Red Fir St,Las Vegas,NV89135","$850,000 ",5,3,"3,648",2002,Single Family Residential,$55 ,"8,276",3,TRUE,TRUE,Minimal,Major,Severe,Minimal,3562 Red Fir St,89135
https://www.redfin.com/NV/Las-Vegas/9674-Geiger-Peak-Ct-89148/home/29889880,58,41,45,0,8,2,"9674 Geiger Peak Ct,Las Vegas,NV89148","$375,000 ",3,2,"1,612",2001,Townhouse,$154 ,"3,920",2,TRUE,FALSE,Minimal,Severe,Severe,Minimal,9674 Geiger Peak Ct,89148
https://www.redfin.com/NV/Las-Vegas/3143-Elk-Clover-St-89135/home/29896888,2,18,18,9,8,6,"3143 Elk Clover St,Las Vegas,NV89135","$2,447,600 ",5,5.5,"4,287",2002,Single Family Residential,$250 ,"9,148",3,TRUE,TRUE,Minimal,Major,Severe,Minimal,3143 Elk Clover St,89135
https://www.redfin.com/NV/Las-Vegas/10478-Melodia-Magico-Ave-89135/home/29897809,33,33,32,0,8,2,"10478 Melodia Magico Ave,Las Vegas,NV89135","$467,000 ",2,2,"1,273",2002,Single Family Residential,$275 ,"5,227",2,TRUE,TRUE,Moderate,Severe,Severe,Minimal,10478 Melodia Magico Ave,89135
https://www.redfin.com/NV/Las-Vegas/10833-Silver-Lace-Ln-89135/home/29897933,42,31,38,9,8,5,"10833 Silver Lace Ln,Las Vegas,NV89135","$490,000 ",2,2,"1,536",2002,Single Family Residential,$55 ,"8,276",2,FALSE,TRUE,Minimal,Major,Severe,Minimal,10833 Silver Lace Ln,89135
https://www.redfin.com/NV/Las-Vegas/10267-Early-Morning-Ave-89135/home/29898052,53,32,45,9,8,5,"10267 Early Morning Ave,Las Vegas,NV89135","$715,000 ",3,2.5,"2,513",2002,Single Family Residential,$57 ,"6,098",2,TRUE,TRUE,Minimal,Major,Severe,Minimal,10267 Early Morning Ave,89135
https://www.redfin.com/NV/Las-Vegas/9578-Adobe-Arch-Ct-89148/home/29907188,68,40,48,0,8,2,"9578 Adobe Arch Ct,Las Vegas,NV89148","$685,000 ",5,3,"3,034",2002,Single Family Residential,$23 ,"6,534",3,TRUE,TRUE,Minimal,Severe,Severe,Minimal,9578 Adobe Arch Ct,89148
https://www.redfin.com/NV/Las-Vegas/1659-Boundary-Peak-Way-89135/home/29908170,49,38,38,7,8,6,"1659 Boundary Peak Way,Las Vegas,NV89135","$675,000 ",3,3,"2,431",2002,Single Family Residential,$57 ,"5,663",3,TRUE,TRUE,Minimal,Minor,Severe,Minimal,1659 Boundary Peak Way,89135
https://www.redfin.com/NV/Las-Vegas/1560-Boundary-Peak-Way-89135/home/29908374,31,38,35,7,8,6,"1560 Boundary Peak Way,Las Vegas,NV89135","$565,000 ",3,3,"2,112",2002,Single Family Residential,$57 ,"7,405",2,FALSE,TRUE,Minimal,Minor,Severe,Minimal,1560 Boundary Peak Way,89135
https://www.redfin.com/NV/Las-Vegas/4530-Regalo-Bello-St-89135/home/29911988,31,31,35,0,8,2,"4530 Regalo Bello St,Las Vegas,NV89135","$349,000 ",1,2,"1,168",2002,Townhouse,$275 ,"3,920",2,TRUE,TRUE,Minimal,Severe,Severe,Minimal,4530 Regalo Bello St,89135
https://www.redfin.com/NV/Las-Vegas/11072-Village-Ridge-Ln-89135/home/29916955,8,27,21,9,8,2,"11072 Village Ridge Ln,Las Vegas,NV89135","$690,000 ",3,2.5,"2,406",2002,Single Family Residential,$57 ,"4,792",2,TRUE,FALSE,Minimal,Major,Severe,Minimal,11072 Village Ridge Ln,89135
https://www.redfin.com/NV/Las-Vegas/10525-Bambola-Pl-89135/home/29917797,13,16,23,0,8,2,"10525 Bambola Pl,Las Vegas,NV89135","$700,000 ",3,2.5,"2,148",2003,Single Family Residential,$275 ,"6,970",2,TRUE,TRUE,Minimal,Severe,Severe,Minimal,10525 Bambola Pl,89135
https://www.redfin.com/NV/Las-Vegas/35-Panorama-Crest-Ave-89135/home/29920056,1,18,14,9,8,2,"35 Panorama Crest Ave,Las Vegas,NV89135","$3,150,000 ",4,4.5,"4,380",2002,Single Family Residential,$642 ,14375,4,TRUE,FALSE,Minimal,Major,Severe,Minimal,35 Panorama Crest Ave,89135
https://www.redfin.com/NV/Las-Vegas/9495-Perennial-View-Ave-89148/home/29921080,52,39,43,8,8,2,"9495 Perennial View Ave,Las Vegas,NV89148","$490,000 ",4,2.5,"1,952",2003,Single Family Residential,$75 ,"5,227",2,TRUE,TRUE,Minimal,Severe,Severe,Minimal,9495 Perennial View Ave,89148
https://www.redfin.com/NV/Las-Vegas/400-Rancho-La-Costa-St-89138/home/29931219,23,0,49,9,8,6,"400 Rancho La Costa St,Las Vegas,NV89138","$830,000 ",4,3.5,"2,790",2004,Single Family Residential,$205 ,"8,276",3,TRUE,TRUE,Minimal,Severe,Major,Minimal,400 Rancho La Costa St,89138
https://www.redfin.com/NV/Las-Vegas/3552-Ridge-Meadow-St-89135/home/29937336,12,25,23,9,8,2,"3552 Ridge Meadow St,Las Vegas,NV89135","$595,000 ",3,2,"1,851",2003,Single Family Residential,$57 ,"6,098",2,FALSE,TRUE,Minimal,Major,Severe,Minimal,3552 Ridge Meadow St,89135
https://www.redfin.com/NV/Las-Vegas/10608-Tranquil-Glade-Ln-89135/home/35654738,8,0,31,8,8,2,"10608 Tranquil Glade Ln,Las Vegas,NV89135","$635,000 ",3,2.5,"2,527",2011,Single Family Residential,$98 ,"6,098",2,TRUE,TRUE,Major,Major,Severe,Minimal,10608 Tranquil Glade Ln,89135
https://www.redfin.com/NV/Las-Vegas/1870-Solvang-Mill-Dr-89135/home/40202891,59,39,49,9,8,6,"1870 Solvang Mill Dr,Las Vegas,NV89135","$457,000 ",3,2.5,"1,954",2011,Single Family Residential,$110 ,"3,049",2,FALSE,TRUE,Minimal,Severe,Severe,Minimal,1870 Solvang Mill Dr,89135
https://www.redfin.com/NV/Las-Vegas/5623-Shadow-Bend-Dr-89135/home/49748897,2,0,32,8,8,2,"5623 Shadow Bend Dr,Las Vegas,NV89135","$725,000 ",4,3,"2,799",2013,Single Family Residential,$98 ,"6,098",2,TRUE,TRUE,Minimal,Moderate,Severe,Minimal,5623 Shadow Bend Dr,89135
https://www.redfin.com/NV/Las-Vegas/11362-Belmont-Lake-Dr-89135/unit-104/home/52622258,50,33,52,9,8,6,"11362 Belmont Lake Dr #104,Las Vegas,NV89135","$400,000 ",3,2.5,"1,603",2013,Townhouse,$223 ,"6,133",2,TRUE,FALSE,Major,Severe,Severe,Minimal,11362 Belmont Lake Dr #104,89135
https://www.redfin.com/NV/Las-Vegas/8271-Buffalo-Ranch-Ave-89147/home/65557963,23,36,29,5,5,5,"8271 Buffalo Ranch Ave,Las Vegas,NV89147","$480,000 ",3,2,"1,948",2014,Single Family Residential,$87 ,"5,227",2,FALSE,TRUE,Minimal,Minimal,Severe,Minimal,8271 Buffalo Ranch Ave,89147
https://www.redfin.com/NV/Las-Vegas/8775-Cerrito-Canyon-Ct-89148/home/95953513,28,38,34,8,4,2,"8775 Cerrito Canyon Ct,Las Vegas,NV89148","$390,000 ",3,2.5,"1,847",2016,Single Family Residential,$40 ,"3,485",2,FALSE,TRUE,Minimal,Minor,Severe,Minimal,8775 Cerrito Canyon Ct,89148
https://www.redfin.com/NV/Las-Vegas/81-Pristine-Glen-St-89135/home/101391854,3,0,15,9,8,2,"81 Pristine Glen St,Las Vegas,NV89135","$1,910,000 ",3,3.5,"3,562",2014,Single Family Residential,$642 ,"7,405",3,TRUE,FALSE,Moderate,Moderate,Severe,Minimal,81 Pristine Glen St,89135
https://www.redfin.com/NV/Las-Vegas/7714-Pyrenees-Park-Dr-89113/home/113035622,11,33,32,8,4,2,"7714 Pyrenees Park Dr,Las Vegas,NV89113","$545,000 ",4,3,"2,657",2017,Single Family Residential,$40 ,"3,920",2,FALSE,FALSE,Minimal,Minor,Severe,Minimal,7714 Pyrenees Park Dr,89113
https://www.redfin.com/NV/Las-Vegas/8949-Brockhampton-Ct-89148/home/113713701,13,38,30,8,4,2,"8949 Brockhampton Ct,Las Vegas,NV89148","$850,000 ",4,4,"3,449",2016,Single Family Residential,$60 ,"9,148",3,TRUE,TRUE,Minimal,Moderate,Severe,Minimal,8949 Brockhampton Ct,89148
https://www.redfin.com/NV/Las-Vegas/5581-Cornadelo-Range-Rd-89113/home/144164027,4,34,32,8,4,2,"5581 Cornadelo Range Rd,Las Vegas,NV89113","$530,000 ",4,3,"2,657",2017,Single Family Residential,$40 ,"4,356",2,FALSE,TRUE,Minimal,Minor,Severe,Minimal,5581 Cornadelo Range Rd,89113
https://www.redfin.com/NV/Las-Vegas/6474-Estrella-Hills-Ave-89118/home/144625082,31,38,32,5,4,2,"6474 Estrella Hills Ave,Las Vegas,NV89118","$481,000 ",3,2.5,"2,176",2017,Single Family Residential,$66 ,"3,485",2,FALSE,TRUE,Minimal,Minor,Severe,Minimal,6474 Estrella Hills Ave,89118
