URL,Apartment Name,Apartment Address,ZIP Code,Price,Sqft,Beds,Baths,Property Type,Year Built
https://www.realtor.com/rentals/details/3656-Lakeshore-Ln_Las-Vegas_NV_89115_M26800-37013,3656 Lakeshore Ln,"3656 Lakeshore Ln, Las Vegas, NV 89115",89115,"1,850/mo","1,705",3,2,Single family,1979
https://www.realtor.com/rentals/details/8949-Diamond-Falls-Dr_Las-Vegas_NV_89117_M10817-79704?ex=2958311597&listing_status=rental,8949 Diamond Falls Dr,"8949 Diamond Falls Dr, Las Vegas, NV 89117",89117,"3,100/mo","2,419",3,3,Single family,1989
https://www.realtor.com/rentals/details/5283-Railroad-River-Ave_Las-Vegas_NV_89139_M10682-38807,5283 Railroad River Ave,"5283 Railroad River Ave, Las Vegas, NV 89139",89139,"1,965/mo","1,558",4,3,Single family,2006
https://www.realtor.com/rentals/details/8646-Bella-Sparkle-Ave_Las-Vegas_NV_89178_M16026-23892,8646 Bella Sparkle Ave,"8646 Bella Sparkle Ave, Las Vegas, NV 89178",89178,"1,900/mo","1,933",3,3,Single family,2011
https://www.realtor.com/rentals/details/7400-Pirates-Cove-Rd_Las-Vegas_NV_89145_M28124-83044,Canyon View,"7400 Pirates Cove Rd, Las Vegas, NV 89145",89145,Contact For Price,750,1,1,Apartment,
https://www.realtor.com/rentals/details/1877-Bova-Martina-Ct_Las-Vegas_NV_89123_M93144-33143,1877 Bova Martina Ct,"1877 Bova Martina Ct, Las Vegas, NV 89123",89123,"3,700/mo","3,203",4,3,Single family,
https://www.realtor.com/rentals/details/1877-Bova-Martina-Ct-Unit-Copy_Las-Vegas_NV_89123_M99308-21508,1877 Bova Martina Ct Unit Copy,"1877 Bova Martina Ct Unit Copy, Las Vegas, NV 89123",89123,"3,700/mo","3,203",4,3,Single family,
https://www.realtor.com/rentals/details/10749-Chickasaw-Bend-Ct_Las-Vegas_NV_89129_M26319-92286,10749 Chickasaw Bend Ct,"10749 Chickasaw Bend Ct, Las Vegas, NV 89129",89129,"1,900/mo","1,853",3,3,Single family,2005
https://www.realtor.com/rentals/details/9009-Agreeable-Ct_Las-Vegas_NV_89149_M17743-65259,9009 Agreeable Ct,"9009 Agreeable Ct, Las Vegas, NV 89149",89149,"1,995/mo","2,222",3,3,Single family,2006
https://www.realtor.com/rentals/details/11239-Filmore-Heights-Ct_Las-Vegas_NV_89135_M18495-84438,11239 Filmore Heights Ct,"11239 Filmore Heights Ct, Las Vegas, NV 89135",89135,"2,250/mo","1,616",3,3,Single family,2010
https://www.realtor.com/rentals/details/8340-Classic-Villa-Ct_Las-Vegas_NV_89128_M10023-21133,8340 Classic Villa Ct,"8340 Classic Villa Ct, Las Vegas, NV 89128",89128,"3,150/mo","1,636",3,3,Single family,1994
https://www.realtor.com/rentals/details/2619-S-Durango-Dr-Apt-101_Las-Vegas_NV_89117_M29272-42828,2619 S Durango Dr Apt 101,"2619 S Durango Dr Apt 101, Las Vegas, NV 89117",89117,"1,625/mo","1,234",3,2,Condos,1990
https://www.realtor.com/rentals/details/8840-Roping-Rodeo-Ave-Unit-102_Las-Vegas_NV_89178_M28220-52228,8840 Roping Rodeo Ave Unit 102,"8840 Roping Rodeo Ave Unit 102, Las Vegas, NV 89178",89178,"1,675/mo","1,167",2,3,Townhomes,2006
https://www.realtor.com/rentals/details/9224-Placer-Bullion-Ave_Las-Vegas_NV_89178_M16253-96867,9224 Placer Bullion Ave,"9224 Placer Bullion Ave, Las Vegas, NV 89178",89178,"2,000/mo","1,839",3,4,Single family,2006
https://www.realtor.com/rentals/details/7905-Millhopper-Ave_Las-Vegas_NV_89128_M29070-80731,7905 Millhopper Ave,"7905 Millhopper Ave, Las Vegas, NV 89128",89128,"2,000/mo","1,929",3,3,Single family,1990
https://www.realtor.com/rentals/details/1912-Cameron-St_Las-Vegas_NV_89102_M24693-41672,1912 Cameron St,"1912 Cameron St, Las Vegas, NV 89102",89102,"1,750/mo","1,263",2,2,Single family,1983
https://www.realtor.com/rentals/details/7712-Buckhorn-Island-Ave_Las-Vegas_NV_89113_M18186-20626,7712 Buckhorn Island Ave,"7712 Buckhorn Island Ave, Las Vegas, NV 89113",89113,"2,800/mo","3,057",5,4,Single family,2015
https://www.realtor.com/rentals/details/2747-Paradise-Rd-Unit-1205_Las-Vegas_NV_89109_M18782-59557,2747 Paradise Rd Unit 1205,"2747 Paradise Rd Unit 1205, Las Vegas, NV 89109",89109,"3,495/mo","1,556",2,2,Condos,2003
https://www.realtor.com/rentals/details/5080-Whispy-Breeze-Ave_Las-Vegas_NV_89139_M29399-58035,5080 Whispy Breeze Ave,"5080 Whispy Breeze Ave, Las Vegas, NV 89139",89139,"2,000/mo","1,793",3,3,Single family,2006
https://www.realtor.com/rentals/details/1160-Nevada-Sky-St_Las-Vegas_NV_89128_M10606-79599,1160 Nevada Sky St,"1160 Nevada Sky St, Las Vegas, NV 89128",89128,"1,650/mo","1,210",2,3,Townhomes,1997
https://www.realtor.com/rentals/details/7450-S-Eastern-Ave-Unit-1100_Las-Vegas_NV_89123_M14595-64098,7450 S Eastern Ave Unit 1100,"7450 S Eastern Ave Unit 1100, Las Vegas, NV 89123",89123,"1,825/mo","1,623",3,3,Townhomes,1998
https://www.realtor.com/rentals/details/1153-Notch-Peak-St-Unit-103_Las-Vegas_NV_89135_M93177-57653,1153 Notch Peak St Unit 103,"1153 Notch Peak St Unit 103, Las Vegas, NV 89135",89135,"3,200/mo","1,798",3,3,Townhomes,2021
https://www.realtor.com/rentals/details/9571-Lexington-Arch-St_Las-Vegas_NV_89178_M90685-65412,9571 Lexington Arch St,"9571 Lexington Arch St, Las Vegas, NV 89178",89178,"2,850/mo","2,162",3,3,Single family,2021
https://www.realtor.com/rentals/details/322-Karen-Ave-Unit-2102_Las-Vegas_NV_89109_M26317-49095,322 Karen Ave Unit 2102,"322 Karen Ave Unit 2102, Las Vegas, NV 89109",89109,"3,100/mo","1,405",2,2,Condos,2006
https://www.realtor.com/rentals/details/608-Delta-Rio-St_Las-Vegas_NV_89138_M21931-45399,608 Delta Rio St,"608 Delta Rio St, Las Vegas, NV 89138",89138,"2,710/mo","2,461",4,3,Single family,2004
https://www.realtor.com/rentals/details/6178-Meadowgrass-Ln-Unit-Meadowgrass_Las-Vegas_NV_89103_M91656-81629,6178 Meadowgrass Ln Unit Meadowgrass,"6178 Meadowgrass Ln Unit Meadowgrass, Las Vegas, NV 89103",89103,"1,800/mo","1,068",3,2,Townhomes,
https://www.realtor.com/rentals/details/3024-Half-Shell-Way_Las-Vegas_NV_89128_M12650-31507,3024 Half Shell Way,"3024 Half Shell Way, Las Vegas, NV 89128",89128,"2,700/mo","1,641",3,3,Single family,1988
https://www.realtor.com/rentals/details/10225-Yarmouth-Sea-Ct_Las-Vegas_NV_89166_M28944-00189,10225 Yarmouth Sea Ct,"10225 Yarmouth Sea Ct, Las Vegas, NV 89166",89166,"2,195/mo","1,657",4,2,Single family,
https://www.realtor.com/rentals/details/10196-Natural-Anchor-St_Las-Vegas_NV_89166_M97764-08967,10196 Natural Anchor St,"10196 Natural Anchor St, Las Vegas, NV 89166",89166,"2,500/mo","2,069",4,3,Single family,
https://www.realtor.com/rentals/details/8375-W-Torino-Ave_Las-Vegas_NV_89113_M29673-55504,8375 W Torino Ave,"8375 W Torino Ave, Las Vegas, NV 89113",89113,"3,695/mo","2,974",3,2,Single family,1998
https://www.realtor.com/rentals/details/3475-Cactus-Shadow-St-Unit-201_Las-Vegas_NV_89129_M11992-51340,3475 Cactus Shadow St Unit 201,"3475 Cactus Shadow St Unit 201, Las Vegas, NV 89129",89129,"1,495/mo","1,223",3,2,Condos,
https://www.realtor.com/rentals/details/10186-Bedec-Ave_Las-Vegas_NV_89183_M29542-99126?ex=2955155471&listing_status=rental,10186 Bedec Ave,"10186 Bedec Ave, Las Vegas, NV 89183",89183,"4,500/mo","4,989",5,5,Single family,2002
https://www.realtor.com/rentals/details/6955-N-Durango-Dr-Unit-2038_Las-Vegas_NV_89149_M15536-16336,6955 N Durango Dr Unit 2038,"6955 N Durango Dr Unit 2038, Las Vegas, NV 89149",89149,"1,475/mo",930,2,2,Condos,2004
https://www.realtor.com/rentals/details/8255-Las-Vegas-Blvd-S-Unit-213_Las-Vegas_NV_89123_M14776-66204,8255 Las Vegas Blvd S Unit 213,"8255 Las Vegas Blvd S Unit 213, Las Vegas, NV 89123",89123,"2,700/mo","1,394",2,3,Condos,2008
https://www.realtor.com/rentals/details/9133-Dorrell-Ln_Las-Vegas_NV_89149_M18383-59167,9133 Dorrell Ln,"9133 Dorrell Ln, Las Vegas, NV 89149",89149,"2,150/mo","2,464",4,3,Single family,2005
https://www.realtor.com/rentals/details/10500-Glenbrittle-E-Ave-Unit-P201_Las-Vegas_NV_89124_M90243-49249,10500 Glenbrittle /E Ave Unit P201,"10500 Glenbrittle /E Ave Unit P201, Las Vegas, NV 89166",89166,"2,399/mo","1,452",2,3,Townhomes,2022
https://www.realtor.com/rentals/details/4637-Maxwell-Peak-Ct_Las-Vegas_NV_89139_M26390-32401,4637 Maxwell Peak Ct,"4637 Maxwell Peak Ct, Las Vegas, NV 89139",89139,"1,895/mo","1,370",3,2,Single family,2004
https://www.realtor.com/rentals/details/555-E-Silverado-Ranch-Blvd-Unit-1140_Las-Vegas_NV_89183_M24688-67884,555 E Silverado Ranch Blvd Unit 1140,"555 E Silverado Ranch Blvd Unit 1140, Las Vegas, NV 89183",89183,"1,600/mo",960,2,2,Condos,1999
https://www.realtor.com/rentals/details/7678-Glorietta-Bay-Ct_Las-Vegas_NV_89139_M21209-53410,7678 Glorietta Bay Ct,"7678 Glorietta Bay Ct, Las Vegas, NV 89139",89139,"1,895/mo","1,184",3,2,Single family,2002
https://www.realtor.com/rentals/details/6832-Rhea-St_Las-Vegas_NV_89131_M22864-65097,6832 Rhea St,"6832 Rhea St, Las Vegas, NV 89131",89131,"1,850/mo","1,588",3,2,Single family,2000
https://www.realtor.com/rentals/details/1231-Darmak-Dr_Las-Vegas_NV_89102_M23203-99208,1231 Darmak Dr,"1231 Darmak Dr, Las Vegas, NV 89102",89102,"1,700/mo","1,108",3,1,Single family,1953
https://www.realtor.com/rentals/details/30-Olympia-Outlook-Dr_Las-Vegas_NV_89141_M17382-19401,30 Olympia Outlook Dr,"30 Olympia Outlook Dr, Las Vegas, NV 89141",89141,"27,500/mo","6,103",6,7,Single family,2018
https://www.realtor.com/rentals/details/1221-S-Christy-Ln_Las-Vegas_NV_89142_M29308-39955,1221 S Christy Ln,"1221 S Christy Ln, Las Vegas, NV 89142",89142,"1,790/mo",986,3,2,Single family,1986
https://www.realtor.com/rentals/details/7100-Pirates-Cove-Rd-Apt-1111_Las-Vegas_NV_89145_M27675-45670,7100 Pirates Cove Rd Apt 1111,"7100 Pirates Cove Rd Apt 1111, Las Vegas, NV 89145",89145,"1,095/mo",711,1,1,Condos,1992
https://www.realtor.com/rentals/details/9691-Allison-Ranch-Ave_Las-Vegas_NV_89148_M12040-06860,9691 Allison Ranch Ave,"9691 Allison Ranch Ave, Las Vegas, NV 89148",89148,"1,895/mo","1,208",3,2,Single family,2002
https://www.realtor.com/rentals/details/8115-Slip-Point-Ave_Las-Vegas_NV_89147_M28319-57082,8115 Slip Point Ave,"8115 Slip Point Ave, Las Vegas, NV 89147",89147,"3,280/mo","3,012",4,4,Single family,2014
https://www.realtor.com/rentals/details/8657-Caribbean-Ct_Las-Vegas_NV_89117_M29974-51864,8657 Caribbean Ct,"8657 Caribbean Ct, Las Vegas, NV 89117",89117,"1,995/mo","1,536",3,3,Single family,1986
https://www.realtor.com/rentals/details/10152-Climbing-Lily-St_Las-Vegas_NV_89183_M14242-71325,10152 Climbing Lily St,"10152 Climbing Lily St, Las Vegas, NV 89183",89183,"2,300/mo","1,575",4,3,Single family,2000
https://www.realtor.com/rentals/details/5435-Basset-Hound-Ave_Las-Vegas_NV_89131_M21486-09449,5435 Basset Hound Ave,"5435 Basset Hound Ave, Las Vegas, NV 89131",89131,"2,265/mo","1,934",3,2,Single family,
https://www.realtor.com/rentals/details/6485-Arbury-Hall-Ct_Las-Vegas_NV_89130_M24333-04802,6485 Arbury Hall Ct,"6485 Arbury Hall Ct, Las Vegas, NV 89130",89130,"2,015/mo","1,404",3,3,Single family,2007
https://www.realtor.com/rentals/details/5887-Lustrous-Ct_Las-Vegas_NV_89148_M27010-17035,5887 Lustrous Ct,"5887 Lustrous Ct, Las Vegas, NV 89148",89148,"1,900/mo","1,672",3,3,Single family,2003
https://www.realtor.com/rentals/details/8908-El-Diablo-St_Las-Vegas_NV_89131_M18230-08686,8908 El Diablo Ct,"8908 El Diablo Ct, Las Vegas, NV 89131",89131,"2,295/mo","1,894",3,2,Single family,
https://www.realtor.com/rentals/details/8101-W-Flamingo-Rd-Unit-2091_Las-Vegas_NV_89147_M23529-44601,8101 W Flamingo Rd Unit 2091,"8101 W Flamingo Rd Unit 2091, Las Vegas, NV 89147",89147,"1,345/mo","1,042",2,2,Condos,1997
https://www.realtor.com/rentals/details/1309-N-22nd-St-Apt-2_Las-Vegas_NV_89101_M24408-34109,1309 N 22nd St Apt 2,"1309 N 22nd St Apt 2, Las Vegas, NV 89101",89101,850/mo,"2,804",1,1,Apartment,1972
https://www.realtor.com/rentals/details/7841-Nesting-Pine-Pl_Las-Vegas_NV_89143_M18936-73136,7841 Nesting Pine Pl,"7841 Nesting Pine Pl, Las Vegas, NV 89143",89143,"1,890/mo","1,683",3,3,Single family,2001
https://www.realtor.com/rentals/details/309-N-16th-St-B_Las-Vegas_NV_89101_M93576-48786,309 N 16th St Unit B,"309 N 16th St Unit B, Las Vegas, NV 89101",89101,995/mo,"2,742",Studio,1,Multi family,1949
https://www.realtor.com/rentals/details/484-Brompton-St_Las-Vegas_NV_89178_M29000-12094,484 Brompton St,"484 Brompton St, Las Vegas, NV 89178",89178,"1,845/mo","1,297",3,3,Single family,2006
https://www.realtor.com/rentals/details/9192-W-Richmar-Ave_Las-Vegas_NV_89178_M21886-65263,9192 W Richmar Ave,"9192 W Richmar Ave, Las Vegas, NV 89178",89178,"2,850/mo","2,765",5,3,Single family,
https://www.realtor.com/rentals/details/8892-Promised-Land-Ave_Las-Vegas_NV_89148_M28340-58740,8892 Promised Land Ave,"8892 Promised Land Ave, Las Vegas, NV 89148",89148,"1,700/mo","1,301",3,3,Single family,2004
https://www.realtor.com/rentals/details/4425-Shortleaf-St_Las-Vegas_NV_89119_M23023-78878,4425 Shortleaf St,"4425 Shortleaf St, Las Vegas, NV 89119",89119,"1,840/mo","1,834",3,3,Townhomes,
https://www.realtor.com/rentals/details/240-Wilted-Jasmine-Ct_Las-Vegas_NV_89106_M27054-06193,240 Wilted Jasmine Ct,"240 Wilted Jasmine Ct, Las Vegas, NV 89106",89106,"2,030/mo","1,543",3,3,Single family,2006
https://www.realtor.com/rentals/details/3651-N-Rancho-Dr_Las-Vegas_NV_89130_M27961-23295,Cypress Springs,"3651 N Rancho Dr, Las Vegas, NV 89130",89130,"1,045",718,1,1,Apartment,
https://www.realtor.com/rentals/details/5980-Lambert-Bridge-Ave_Las-Vegas_NV_89139_M10817-95109,5980 Lambert Bridge Ave,"5980 Lambert Bridge Ave, Las Vegas, NV 89139",89139,"2,295/mo","2,454",3,4,Single family,2013
https://www.realtor.com/rentals/details/9336-Fitzwilliam-Ave_Las-Vegas_NV_89178_M29869-16272?ex=2958943819&listing_status=rental,9336 Fitzwilliam Ave,"9336 Fitzwilliam Ave, Las Vegas, NV 89178",89178,"1,850/mo","1,361",3,3,Single family,2006
https://www.realtor.com/rentals/details/8137-Starling-View-Ct_Las-Vegas_NV_89166_M13438-91099,8137 Starling View Ct,"8137 Starling View Ct, Las Vegas, NV 89166",89166,"2,000/mo","1,896",3,3,Single family,2004
https://www.realtor.com/rentals/details/308-10th-St-Unit-B_Las-Vegas_NV_89101_M90660-68671,308 10th St Unit B,"308 10th St Unit B, Las Vegas, NV 89101",89101,"2,300/mo",650,1,1,Single family,1941
https://www.realtor.com/rentals/details/6848-Sweet-Pecan-St_Las-Vegas_NV_89149_M12059-59210,6848 Sweet Pecan St,"6848 Sweet Pecan St, Las Vegas, NV 89149",89149,"1,795/mo","1,522",3,3,Single family,2004
https://www.realtor.com/rentals/details/5285-Del-Gado-Dr_Las-Vegas_NV_89103_M21544-36235,Forget Properties,"5285 Del Gado Dr, Las Vegas, NV 89103",89103,"1,050/mo","1,000",2,2,Duplex triplex,1985
https://www.realtor.com/rentals/details/6383-Radiant-Rapture-Ave_Las-Vegas_NV_89131_M16855-94696?ex=2958772240&listing_status=rental,6383 Radiant Rapture Ave,"6383 Radiant Rapture Ave, Las Vegas, NV 89131",89131,"3,250/mo","3,426",3,4,Single family,2006
https://www.realtor.com/rentals/details/12343-Grey-Dunes-Ave_Las-Vegas_NV_89138_M94329-55629,12343 Grey Dunes Ave,"12343 Grey Dunes Ave, Las Vegas, NV 89138",89138,"4,200/mo","2,825",4,4,Single family,2019
https://www.realtor.com/rentals/details/9586-Whiptail-St_Las-Vegas_NV_89178_M24594-19145,9586 Whiptail St,"9586 Whiptail St, Las Vegas, NV 89178",89178,"1,795/mo","1,423",3,3,Single family,2006
https://www.realtor.com/rentals/details/Las-Vegas_NV_89148_M24410-75714,,"Las Vegas, NV 89148",89148,"1,850/mo","1,609",3,3,Single family,2004
https://www.realtor.com/rentals/details/8116-Lanceleaf-Ave_Las-Vegas_NV_89131_M16905-16368,8116 Lanceleaf Ave,"8116 Lanceleaf Ave, Las Vegas, NV 89131",89131,"1,985/mo","1,311",3,2,Single family,
https://www.realtor.com/rentals/details/5070-S-Rainbow-Blvd-Unit-202_Las-Vegas_NV_89118_M19473-68285,5070 S Rainbow Blvd Unit 202,"5070 S Rainbow Blvd Unit 202, Las Vegas, NV 89118",89118,"1,125/mo",841,1,1,Condos,1987
https://www.realtor.com/rentals/details/4705-Marlboro-Ct_Las-Vegas_NV_89147_M19012-14155,4705 Marlboro Ct,"4705 Marlboro Ct, Las Vegas, NV 89147",89147,"1,900/mo","1,574",3,2,Single family,1976
https://www.realtor.com/rentals/details/8101-W-Flamingo-Rd-Unit-2150_Las-Vegas_NV_89147_M16123-65835,8101 W Flamingo Rd Unit 2150,"8101 W Flamingo Rd Unit 2150, Las Vegas, NV 89147",89147,"1,200/mo",807,1,1,Condos,1997
https://www.realtor.com/rentals/details/3805-Twig-Ln_Las-Vegas_NV_89108_M29868-15326?ex=2957561929&listing_status=rental,3805 Twig Ln,"3805 Twig Ln, Las Vegas, NV 89108",89108,"1,350/mo","1,132",2,2,Single family,1986
https://www.realtor.com/rentals/details/9144-Manalang-Rd_Las-Vegas_NV_89123_M28649-72661,9144 Manalang Rd,"9144 Manalang Rd, Las Vegas, NV 89123",89123,"2,150/mo","1,720",3,2,Single family,2002
https://www.realtor.com/rentals/details/8869-Happy-Stream-Ave_Las-Vegas_NV_89143_M10042-12769,8869 Happy Stream Ave,"8869 Happy Stream Ave, Las Vegas, NV 89143",89143,"1,799/mo","1,581",3,3,Single family,2003
https://www.realtor.com/rentals/details/3955-Roohani-Ct_Las-Vegas_NV_89103_M18158-11987,3955 Roohani Ct,"3955 Roohani Ct, Las Vegas, NV 89103",89103,"2,095/mo","1,924",3,2,Single family,2000
https://www.realtor.com/rentals/details/9256-Galen-Glen-Ct_Las-Vegas_NV_89139_M20318-25167,9256 Galen Glen Ct,"9256 Galen Glen Ct, Las Vegas, NV 89139",89139,"2,425/mo","1,843",3,2,Single family,
https://www.realtor.com/rentals/details/5596-Hawley-Ct_Las-Vegas_NV_89118_M24063-16740,5596 Hawley Ct,"5596 Hawley Ct, Las Vegas, NV 89118",89118,"3,650/mo","3,549",5,3,Single family,2005
https://www.realtor.com/rentals/details/7712-Prairie-Corners-Dr_Las-Vegas_NV_89128_M20162-20064,7712 Prairie Corners Dr,"7712 Prairie Corners Dr, Las Vegas, NV 89128",89128,"1,950/mo","1,530",3,2,Single family,1993
https://www.realtor.com/rentals/details/5105-Golden-Ln-Apt-B_Las-Vegas_NV_89119_M23019-09428,5105 Golden Ln Apt B,"5105 Golden Ln Apt B, Las Vegas, NV 89119",89119,"1,400/mo","3,844",2,2,Apartment,1977
https://www.realtor.com/rentals/details/6636-Maddies-Way_Las-Vegas_NV_89118_M23955-09617,6636 Maddies Way,"6636 Maddies Way, Las Vegas, NV 89118",89118,"2,100/mo","1,573",3,3,Single family,1996
https://www.realtor.com/rentals/details/3946-Tanning-St_Las-Vegas_NV_89122_M15996-85326,3946 Tanning St,"3946 Tanning St, Las Vegas, NV 89122",89122,"2,095/mo","1,726",3,2,Single family,
https://www.realtor.com/rentals/details/7617-Sonora-View-St_Las-Vegas_NV_89149_M18938-02604,7617 Sonora View St,"7617 Sonora View St, Las Vegas, NV 89149",89149,"1,995/mo","1,859",3,3,Single family,2005
https://www.realtor.com/rentals/details/825-N-Lamb-Blvd-Spc-322_Las-Vegas_NV_89110_M94086-94088?ex=2957563155&listing_status=rental,825 N Lamb Blvd Spc 322,"825 N Lamb Blvd Spc 322, Las Vegas, NV 89110",89110,"1,895/mo",,2,2,Mobile,2021
https://www.realtor.com/rentals/details/10512-Pergola-Peak-Ave_Las-Vegas_NV_89144_M29328-42869,10512 Pergola Peak Ave,"10512 Pergola Peak Ave, Las Vegas, NV 89144",89144,"2,050/mo","1,144",2,2,Single family,1998
https://www.realtor.com/rentals/details/5029-Auburn-Skyline-Ave_Las-Vegas_NV_89139_M19070-99849,5029 Auburn Skyline Ave,"5029 Auburn Skyline Ave, Las Vegas, NV 89139",89139,"1,790/mo","1,794",3,3,Single family,2005
https://www.realtor.com/rentals/details/1412-Santa-Margarita-St-Unit-D_Las-Vegas_NV_89146_M17285-09256,1412 Santa Margarita St Unit D,"1412 Santa Margarita St Unit D, Las Vegas, NV 89146",89146,"1,520/mo","1,106",2,2,Condos,
https://www.realtor.com/rentals/details/Las-Vegas_NV_89156_M24336-97760,,"Las Vegas, NV 89156",89156,"1,199/mo","4,172",2,2,Apartment,1983
https://www.realtor.com/rentals/details/1520-S-Casino-Center-Blvd_Las-Vegas_NV_89104_M28126-32108,Art District Apartments,"1520 S Casino Center Blvd, Las Vegas, NV 89104",89104,750,330,Studio,1,Apartment,
https://www.realtor.com/rentals/details/800-Jacobs-Ladder-Pl_Las-Vegas_NV_89138_M22265-72950,800 Jacobs Ladder Pl,"800 Jacobs Ladder Pl, Las Vegas, NV 89138",89138,"2,100/mo","1,708",3,3,Single family,2004
https://www.realtor.com/rentals/details/6689-Flora-Dr_Las-Vegas_NV_89103_M19354-24290,6689 Flora Dr,"6689 Flora Dr, Las Vegas, NV 89103",89103,"1,795/mo","1,311",3,2,Single family,1978
https://www.realtor.com/rentals/details/3964-Total-Eclipse-St_Las-Vegas_NV_89129_M21760-94685,3964 Total Eclipse St,"3964 Total Eclipse St, Las Vegas, NV 89129",89129,"2,335/mo","1,910",4,4,Single family,
https://www.realtor.com/rentals/details/2010-E-Pebble-Rd_Las-Vegas_NV_89123_M18066-96353,2010 E Pebble Rd,"2010 E Pebble Rd, Las Vegas, NV 89123",89123,"3,490/mo","4,337",4,5,Single family,1972
https://www.realtor.com/rentals/details/9461-Havasu-Canyon-Ave_Las-Vegas_NV_89166_M18794-02693,9461 Havasu Canyon Ave,"9461 Havasu Canyon Ave, Las Vegas, NV 89166",89166,"2,000/mo","2,270",3,3,Single family,2005
https://www.realtor.com/rentals/details/6620-Chinatown-St_Las-Vegas_NV_89166_M26148-41729,6620 Chinatown St,"6620 Chinatown St, Las Vegas, NV 89166",89166,"2,270/mo","2,087",3,3,Single family,2007
https://www.realtor.com/rentals/details/9263-Japan-Rose-Ave_Las-Vegas_NV_89178_M29986-17778,9263 Japan Rose Ave,"9263 Japan Rose Ave, Las Vegas, NV 89178",89178,"2,250/mo","1,573",3,3,Single family,2007
https://www.realtor.com/rentals/details/10598-Tranquil-Glade-Ln_Las-Vegas_NV_89135_M25727-28430,10598 Tranquil Glade St,"10598 Tranquil Glade St, Las Vegas, NV 89135",89135,"3,000/mo","2,471",4,3,Single family,
https://www.realtor.com/rentals/details/1729-Derbyshire-Dr_Las-Vegas_NV_89117_M21140-25432,1729 Derbyshire Dr,"1729 Derbyshire Dr, Las Vegas, NV 89117",89117,"2,295/mo","1,776",3,3,Single family,1994
https://www.realtor.com/rentals/details/583-Stonehenge-Walk-Ave_Las-Vegas_NV_89178_M29068-31761,583 Stonehenge Walk Ave,"583 Stonehenge Walk Ave, Las Vegas, NV 89178",89178,"1,900/mo","1,732",3,3,Single family,2007
https://www.realtor.com/rentals/details/8321-Montgomery-St_Las-Vegas_NV_89123_M19203-57477,8321 Montgomery St,"8321 Montgomery St, Las Vegas, NV 89123",89123,"2,249/mo","1,604",3,3,Single family,1999
https://www.realtor.com/rentals/details/5060-Silent-Valley-Ave_Las-Vegas_NV_89139_M10177-04139,5060 Silent Valley Ave,"5060 Silent Valley Ave, Las Vegas, NV 89139",89139,"1,850/mo","1,793",3,3,Single family,2007
https://www.realtor.com/rentals/details/3224-Crescendo-St_Las-Vegas_NV_89129_M12052-75889,3224 Crescendo St,"3224 Crescendo St, Las Vegas, NV 89129",89129,"1,990/mo","1,540",3,3,Single family,1996
https://www.realtor.com/rentals/details/3184-River-Glorious-Ln_Las-Vegas_NV_89135_M28602-90451,3184 River Glorious Ln,"3184 River Glorious Ln, Las Vegas, NV 89135",89135,"2,500/mo","1,735",4,3,Single family,1999
https://www.realtor.com/rentals/details/4355-Vantage-Ridge-Ave_Las-Vegas_NV_89141_M96833-60588,4355 Vantage Ridge Ave,"4355 Vantage Ridge Ave, Las Vegas, NV 89141",89141,"1,995/mo","1,419",2,3,Townhomes,2022
https://www.realtor.com/rentals/details/2791-Wild-Cactus-Ct_Las-Vegas_NV_89156_M10199-39700,2791 Wild Cactus Ct,"2791 Wild Cactus Ct, Las Vegas, NV 89156",89156,"1,850/mo","1,627",3,3,Single family,1995
https://www.realtor.com/rentals/details/8415-Mondavi-Hill-Ct_Las-Vegas_NV_89139_M21742-46492,8415 Mondavi Hill Ct,"8415 Mondavi Hill Ct, Las Vegas, NV 89139",89139,"3,200/mo","4,063",4,4,Single family,2006
https://www.realtor.com/rentals/details/3320-Buffalo-Narrows-Cir_Las-Vegas_NV_89129_M26138-20508,3320 Buffalo Narrows Cir,"3320 Buffalo Narrows Cir, Las Vegas, NV 89129",89129,"1,795/mo","1,551",3,2,Single family,1986
https://www.realtor.com/rentals/details/5468-Mercury-Springs-Dr_Las-Vegas_NV_89122_M12359-01093,5468 Mercury Springs Dr,"5468 Mercury Springs Dr, Las Vegas, NV 89122",89122,"1,700/mo","1,540",3,3,Single family,2012
https://www.realtor.com/rentals/details/11051-Bowen-Ct_Las-Vegas_NV_89135_M18275-14716,11051 Bowen Ct,"11051 Bowen Ct, Las Vegas, NV 89135",89135,"2,795/mo","2,781",5,3,Single family,2002
https://www.realtor.com/rentals/details/8254-Time-Machine-Ave_Las-Vegas_NV_89113_M20307-72613,8254 Time Machine Ave,"8254 Time Machine Ave, Las Vegas, NV 89113",89113,"1,900/mo","1,409",3,3,Single family,2007
https://www.realtor.com/rentals/details/8920-Gobelin-Tapestry-Ct_Las-Vegas_NV_89149_M15248-84295,8920 Gobelin Tapestry Ct,"8920 Gobelin Tapestry Ct, Las Vegas, NV 89149",89149,"1,700/mo","1,370",3,3,Single family,2009
https://www.realtor.com/rentals/details/4518-Rosedale-Ave_Las-Vegas_NV_89121_M19854-66154,4518 Rosedale Ave,"4518 Rosedale Ave, Las Vegas, NV 89121",89121,"1,795/mo","1,496",3,2,Single family,1964
