URL,Flood Factor,Fire Factor,Heat Factor,Wind Factor
https://www.redfin.com/NV/Henderson/57-Ginger-Lily-Ter-89074/home/29675700,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Henderson/78-Chesney-Dr-89074/home/29620799,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Henderson/2874-Tori-Way-89074/home/29617689,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/9610-Redstar-St-89123/home/29633050,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/9419-Graceful-Gold-St-89123/home/29632712,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/1635-Tristan-Flower-Ave-89183/home/29295915,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Henderson/1569-Bonner-Springs-Dr-89052/home/29740091,Minimal,Minor,Severe,Minimal
https://www.redfin.com/NV/Henderson/2710-Riceville-Dr-89052/home/29841823,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/12300-Old-Muirfield-St-89141/home/113140575,Minimal,Minor,Severe,Minimal
https://www.redfin.com/NV/Henderson/371-Placer-Creek-Ln-89014/home/29657709,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/7715-Radcliff-St-89123/home/29612337,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Henderson/3164-Majestic-Shadows-Ave-89052/home/29641611,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/932-Rainbow-Rock-St-89123/home/29631477,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Henderson/2078-Rose-Pine-Ct-89052/home/28994631,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/912-Serpentina-Ave-89123/home/29612817,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/9107-Cedeno-St-89123/home/29631946,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/9205-Cantana-St-89123/home/28992580,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Henderson/2182-Eaglecloud-Dr-89074/home/29679876,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/479-Wendover-Hills-Ave-89123/home/28992719,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Henderson/1936-Grey-Eagle-St-89074/home/29675686,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Henderson/2827-Secret-Canyon-Rd-89074/home/29619382,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Henderson/2-Panther-Creek-Ct-89052/home/29738470,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Henderson/1828-Baton-Rouge-St-89052/home/29742909,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Henderson/3783-Canis-Minor-Ln-89052/unit-6103/home/170139489,,,,
https://www.redfin.com/NV/Henderson/1130-Pandora-Canyon-St-89052/home/109633039,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Henderson/1700-Ravanusa-Dr-89052/home/29884936,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Henderson/2553-Leighton-Ave-89052/home/29738729,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/7667-Borealis-St-89123/home/29925051,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Henderson/3050-Hickory-Valley-Rd-89052/home/29947062,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Henderson/3237-Peaceful-Shadows-Ct-89052/home/29740786,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Henderson/3003-Panorama-Ridge-Dr-89052/home/29641351,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/7414-Desert-Wildflower-St-89123/home/65562846,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/9852-Snowy-Canyon-Ct-89183/home/29636871,Minimal,Minor,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/891-Sweeping-Vine-Ave-89183/home/29639813,Minimal,Minor,Severe,Minimal
https://www.redfin.com/NV/Henderson/1821-Eagle-Mesa-Ave-89012/home/29838888,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Henderson/1461-Bonner-Springs-Dr-89052/home/29738663,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Henderson/28-Tanglewood-Dr-89012/home/29683931,Minimal,Minor,Severe,Minimal
https://www.redfin.com/NV/Henderson/2272-Chestnut-Ranch-Ave-89052/home/29001834,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Henderson/1837-Birdie-Ln-89074/home/29677323,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Henderson/2003-High-Mesa-Dr-89012/home/29694384,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Henderson/2331-Thayer-Ave-89074/home/29658364,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/875-E-Eldorado-Ln-89123/home/29611480,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Henderson/2214-Flowering-Cactus-Ave-89052/home/29696091,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Henderson/1230-Sonatina-Dr-89052/home/29904226,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Henderson/503-Carmel-Mesa-Dr-89012/home/29694187,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Henderson/206-Heiple-Ct-89052/home/29942681,Minimal,Minor,Severe,Minimal
https://www.redfin.com/NV/Henderson/766-Lighthall-Ct-89052/home/146418103,Moderate,Moderate,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/7967-Boardwalk-Way-89123/home/29612515,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/10795-Rising-Smoke-Ct-89183/home/29942812,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Henderson/1822-Dawn-Ridge-Ave-89074/home/29661731,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Henderson/2216-Alanhurst-Dr-89052/home/29696111,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Henderson/1652-Black-Fox-Canyon-Rd-89052/home/29886156,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/423-Tanita-Ct-89123/home/29623580,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Henderson/2212-Lucerne-Dr-89014/home/29654171,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Henderson/108-Emerald-Dunes-Cir-89052/home/29839738,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/7932-Crystal-Haven-Ln-89123/home/29611734,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Henderson/67-Desert-Rain-Ln-89074/home/29673916,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Henderson/403-Indigo-Springs-St-89014/home/29648314,Minimal,Minor,Severe,Minimal
https://www.redfin.com/NV/Henderson/4-Weston-Hills-Rd-89052/home/28994368,Moderate,Major,Severe,Minimal
https://www.redfin.com/NV/Henderson/1648-Rockcrest-Hills-Ave-89052/home/29840652,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Henderson/133-McLaren-St-89074/home/29672891,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Henderson/2339-Brockton-Way-89074/home/29657327,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Henderson/238-Chestnut-Ridge-Ct-89012/home/29683412,Minimal,Minor,Severe,Minimal
https://www.redfin.com/NV/Henderson/15-Moraine-Dr-89052/home/29884140,Moderate,Moderate,Severe,Minimal
https://www.redfin.com/NV/Henderson/953-Leadville-Meadows-Dr-89052/home/29839677,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/1731-Spotted-Wolf-Ave-89123/home/29069763,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/8556-Ebony-Hills-Way-89123/home/29625625,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Henderson/2053-Majestic-Peak-Dr-89074/home/29675736,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Henderson/342-Hutchings-Ln-89074/home/29657488,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Henderson/385-Manzanita-St-89014/home/29662815,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/763-Castlebridge-Ave-89123/home/29875062,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Henderson/648-Doubleshot-Ln-89052/home/29294929,Moderate,Moderate,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/10343-Perfect-Parsley-St-89183/home/29940663,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/3110-Rabbit-Creek-Dr-89120/home/28978979,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Henderson/11153-Abbeyfield-Rose-Dr-89052/home/29040736,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Henderson/2389-Fayetteville-Ave-89052/home/28994599,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Henderson/2638-Douglas-Cir-89074/home/29616379,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Henderson/8952-Monteloma-Way-89074/home/29635670,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Henderson/2269-Aria-Dr-89052/home/29739391,Moderate,Moderate,Severe,Minimal
https://www.redfin.com/NV/Henderson/588-Ione-Rd-89074/home/29636031,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Henderson/52-Attebury-Ct-89074/home/29677358,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Henderson/2838-Via-Stella-St-89074/home/29614976,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/1571-Yellowwood-Dr-89123/home/29613711,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Henderson/468-Silverweed-Ave-89044/home/175529427,,,,
https://www.redfin.com/NV/Henderson/500-Carmel-Mesa-Dr-89012/home/29694163,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Henderson/141-Brightmoor-Ct-89074/home/29675608,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Henderson/380-Cavos-Way-89014/home/29662667,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Henderson/4-Hunt-Valley-Trl-89052/home/29946305,Minimal,Major,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/77-Peachtree-Hill-Ave-89183/home/29303838,Moderate,Moderate,Severe,Minimal
https://www.redfin.com/NV/Henderson/135-Primero-Way-89074/home/29618047,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Henderson/3196-Castle-Canyon-Ave-89052/home/28968276,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Henderson/1677-Warrington-Dr-89052/home/29742774,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Henderson/16-Holston-Hills-Rd-89052/home/29883894,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/9803-Silver-Lasso-St-89183/home/29637586,Minimal,Minor,Severe,Minimal
https://www.redfin.com/NV/Henderson/2653-Langford-Ave-89052/home/29743218,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/8184-Wildfire-St-89123/home/29624440,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/2308-Crooked-Creek-Ave-89123/home/29835283,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/10408-September-Flower-St-89183/home/29495105,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/10282-Keystone-Pastures-St-89183/home/29875958,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/2841-Montage-Sun-Rd-89183/unit-3/home/175528831,,,,
https://www.redfin.com/NV/Henderson/1156-Ekalaka-Rd-89052/home/29839871,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/8986-Manalang-Rd-89123/home/29630132,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Henderson/1809-Eagle-Mesa-Ave-89012/home/29838725,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/11987-Giles-St-89183/home/29303427,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Henderson/2013-Big-Bend-Way-89074/home/29658707,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Henderson/2365-Millcroft-Dr-89074/home/29655331,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Henderson/277-Via-Contata-St-89074/home/29615061,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Henderson/1880-High-Mesa-Dr-89012/home/29695202,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Henderson/2137-Tyler-Dr-89074/home/29675004,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Henderson/1136-Via-Fellini-89052/home/45356837,Major,Moderate,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/8441-Palmada-Dr-89123/home/29623242,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Henderson/2004-Spruce-Brook-Dr-89074/home/29677404,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/11997-Camden-Brook-St-89183/home/29057647,Moderate,Moderate,Severe,Minimal
https://www.redfin.com/NV/Henderson/1620-Rockcrest-Hills-Ave-89052/home/29840630,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Henderson/2110-Club-Meadows-Dr-89074/home/29675662,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/9384-Pinnacle-Cove-St-89123/home/29633386,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Henderson/1693-Ravanusa-Dr-89052/home/29840970,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/860-Whispering-Grove-Ave-89123/home/40182581,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Henderson/2624-Peoria-Ave-89052/home/29743141,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Henderson/1286-Autumn-Wind-Way-89052/home/29739889,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Henderson/10-Old-Lake-Cir-89074/home/29679141,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Henderson/1540-Sabatini-Dr-89052/home/29840805,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Henderson/289-Cameron-Hill-Ct-89074/home/29658825,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Henderson/758-Faircliff-Ct-89052/home/166610086,Moderate,Moderate,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/9531-Ruperts-Ct-89123/home/29631059,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Henderson/896-Keesey-Way-89052/home/166001958,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Henderson/2864-Mahogany-Grove-Ave-89074/home/29617869,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Henderson/1122-Majestic-Canyon-St-89052/home/29641167,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Henderson/505-First-Light-St-89052/home/29697299,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Henderson/3783-Canis-Minor-Ln-89052/unit-6205/home/170139491,,,,
https://www.redfin.com/NV/Henderson/1452-Via-Merano-St-89052/home/29741878,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Henderson/115-Blackberry-Ln-89074/home/29618267,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Henderson/365-Humboldt-North-Dr-89074/home/29616432,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Henderson/1830-June-Lake-Dr-89052/home/29885051,Moderate,Moderate,Severe,Minimal
https://www.redfin.com/NV/Henderson/2005-Colvin-Run-Dr-89052/home/29889083,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Henderson/223-Drysdale-Cir-89074/home/29658651,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/10628-Salmon-Leap-St-89183/home/29040723,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/9406-Back-Bay-Cir-89123/home/28992665,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/9787-Altadena-St-89183/home/29638179,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Henderson/2399-Cliffwood-Dr-89074/home/29678022,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Henderson/86-Paradise-Pkwy-89074/home/29678454,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Henderson/2704-Carolina-Blue-Ave-89052/home/29641828,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Henderson/2555-New-Morning-Ave-89052/home/29698120,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/9622-Quarterhorse-Ln-89178/home/29182759,Minimal,Severe,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/1163-Regal-Lily-Way-89123/home/29874745,Major,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/686-Ribbon-Grass-Ave-89183/home/29836244,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Henderson/75-Fantasia-Ln-89074/home/29620954,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/10647-Stronghold-Ct-89179/home/29769897,Moderate,Major,Severe,Minimal
https://www.redfin.com/NV/Henderson/2406-Tour-Edition-Dr-89074/home/29679028,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/133-Crooked-Putter-Dr-89148/home/29037326,Minimal,Major,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/8275-Broad-Branch-Way-89113/home/145871408,Minimal,Severe,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/7756-Wishing-Well-Rd-89123/home/29614703,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/8373-Bartholomew-Park-Ct-89139/home/166561394,Minimal,Major,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/5251-Lake-Sonoma-Ave-89141/home/166356102,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/6259-Spindrift-Foam-Ave-89139/home/29035982,Minimal,Major,Severe,Minimal
https://www.redfin.com/NV/Henderson/2848-Patriot-Park-Pl-89052/home/29841833,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Henderson/2738-Carolina-Blue-Ave-89052/home/29641917,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/5919-Rockway-Glen-Ave-89141/home/167763694,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/385-Dog-Leg-Dr-89148/home/29287375,Minimal,Severe,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/7852-Patagonia-Point-Ct-89179/home/143190051,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/7892-W-Shelbourne-Ave-89113/home/175526629,Minimal,Major,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/7428-Bermuda-Island-St-89123/home/29600328,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Henderson/2404-Legacy-Island-Cir-89074/home/29678500,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Henderson/2551-Collinsville-Dr-89052/home/29886054,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/534-Campus-Oaks-Ct-89183/home/29907594,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/4327-Melrose-Abbey-Pl-89141/home/29040620,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/8985-Castledowns-St-89148/home/29067597,Minimal,Major,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/592-Pale-Pueblo-Ct-89183/home/29907451,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/502-Pale-Pueblo-Ct-89183/home/29908549,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Henderson/2464-Cedar-Meadows-St-89052/home/29698223,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/8109-Russell-Creek-Ct-89139/home/144164176,Minimal,Major,Severe,Minimal
https://www.redfin.com/NV/Henderson/276-Horizon-Pointe-Cir-89012/home/29685710,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Henderson/1027-Aubrey-Springs-Ave-89014/home/113140153,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Henderson/861-Zinnia-Cir-89015/home/29704361,Minimal,Major,Severe,Minimal
https://www.redfin.com/NV/Henderson/309-Andamento-Pl-89015/home/173637149,,,,
https://www.redfin.com/NV/Henderson/423-Barcarolle-Ln-89011/home/113713281,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Henderson/293-Helmsdale-Dr-89014/home/29664897,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Henderson/1413-Reebok-Ter-89014/home/29666038,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Henderson/113-Staplehurst-Ave-89002/home/29071338,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Henderson/715-N-Water-St-89015/home/184007787,,,,
https://www.redfin.com/NV/Henderson/713-N-Water-St-89015/home/184007786,,,,
https://www.redfin.com/NV/Henderson/357-Old-Erie-Pl-89011/home/184007708,,,,
https://www.redfin.com/NV/Henderson/709-Arrowhead-Trl-89002/home/29718788,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Henderson/231-E-Van-Wagenen-St-89015/home/29711014,Minimal,Major,Severe,Minimal
https://www.redfin.com/NV/Henderson/851-Bergamont-Dr-89002/home/29724423,Minimal,Major,Severe,Minimal
https://www.redfin.com/NV/Henderson/162-Emden-Dr-89015/home/29704638,Minimal,Major,Severe,Minimal
https://www.redfin.com/NV/Henderson/1002-Black-Olive-St-89002/home/29839944,Minimal,Major,Severe,Minimal
https://www.redfin.com/NV/Henderson/630-Federal-St-89015/home/29712155,Minimal,Major,Severe,Minimal
https://www.redfin.com/NV/Henderson/852-Coastal-Beach-Rd-89002/home/29724360,Minimal,Major,Severe,Minimal
https://www.redfin.com/NV/Henderson/401-Cross-St-89015/home/29690735,Minimal,Major,Severe,Minimal
https://www.redfin.com/NV/Henderson/529-Blackridge-Rd-89015/home/29711328,Minimal,Major,Severe,Minimal
https://www.redfin.com/NV/Henderson/678-Foam-Flower-LN-89015/unit-215/home/187643378,,,,
https://www.redfin.com/NV/Henderson/255-Kansas-Ave-89015/home/29706445,Minimal,Major,Severe,Minimal
https://www.redfin.com/NV/Henderson/229-Inverbeg-St-89012/home/107501513,Minimal,Major,Severe,Minimal
https://www.redfin.com/NV/Henderson/1096-Teal-Point-Dr-89074/home/29668348,Minimal,Minor,Severe,Minimal
https://www.redfin.com/NV/Henderson/126-Cricklewood-Ave-89002/home/29071768,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Henderson/669-Foam-Flower-Ln-89015/unit-221/home/187629454,,,,
https://www.redfin.com/NV/Henderson/132-Cabaletta-Ln-89015/home/173637181,,,,
https://www.redfin.com/NV/Henderson/261-Quail-Ranch-Dr-89015/home/29497020,Minimal,Major,Severe,Minimal
https://www.redfin.com/NV/Henderson/236-Quail-Ranch-Dr-89015/home/30306711,Minimal,Major,Severe,Minimal
https://www.redfin.com/NV/Henderson/216-Rocky-Basin-St-89012/home/52627137,Major,Major,Severe,Minimal
https://www.redfin.com/NV/Henderson/1099-Jesse-Harbor-Ave-89014/home/92908575,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Henderson/800-College-Dr-89002/unit-18/home/187580888,Minimal,Major,Severe,Minimal
https://www.redfin.com/NV/Henderson/601-E-Fairway-Rd-89015/home/29710909,Minimal,Major,Severe,Minimal
https://www.redfin.com/NV/Henderson/526-Sellers-Pl-89011/home/29670110,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Henderson/780-Vortex-Ave-89002/home/29883429,Minimal,Major,Severe,Minimal
https://www.redfin.com/NV/Henderson/482-Sellers-Pl-89011/home/29670191,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Henderson/203-W-Pacific-Ave-89015/home/29708661,Minimal,Major,Severe,Minimal
https://www.redfin.com/NV/Henderson/203-Priority-Point-St-89012/home/28993799,Minimal,Major,Severe,Minimal
https://www.redfin.com/NV/Henderson/276-Navajo-Dr-89015/home/29700130,Minimal,Major,Severe,Minimal
https://www.redfin.com/NV/Henderson/711-Strawberry-Pl-89002/home/29722006,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Henderson/56-Nellywood-Ct-89012/home/29954966,Minimal,Major,Severe,Minimal
https://www.redfin.com/NV/Henderson/81-Golden-Aria-Ave-89011/home/179983846,Minimal,Minor,Severe,Minimal
https://www.redfin.com/NV/Henderson/723-N-Water-St-89015/home/184007791,,,,
https://www.redfin.com/NV/Henderson/721-N-Water-St-89015/home/184007790,,,,
https://www.redfin.com/NV/Henderson/719-N-Water-St-89015/home/184007789,,,,
https://www.redfin.com/NV/Henderson/717-N-Water-St-89015/home/184007788,,,,
https://www.redfin.com/NV/Henderson/1404-Bugle-Boy-Dr-89014/home/29665593,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Henderson/631-Moonlight-Stroll-St-89002/home/28993930,Moderate,Major,Severe,Minimal
https://www.redfin.com/NV/Henderson/637-Apollo-Ave-89002/home/29720179,Minimal,Major,Severe,Minimal
https://www.redfin.com/NV/Henderson/1318-Hopewell-Ave-89012/home/29880928,Minimal,Major,Severe,Minimal
https://www.redfin.com/NV/Henderson/642-Solitude-Point-Ave-89012/home/29688852,Minimal,Major,Severe,Minimal
https://www.redfin.com/NV/Henderson/260-Queen-Marie-Ct-89015/home/29707410,Minimal,Major,Severe,Minimal
https://www.redfin.com/NV/Henderson/1345-Chestnut-St-89011/home/29644274,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Henderson/361-Old-Erie-Pl-89011/home/184007705,,,,
https://www.redfin.com/NV/Henderson/648-Federal-St-89015/home/29712156,Minimal,Major,Severe,Minimal
https://www.redfin.com/NV/Henderson/341-Alto-Avec-Ln-89011/home/172506052,,,,
https://www.redfin.com/NV/Henderson/285-Mandarin-Hill-Ln-89012/home/109635621,Major,Major,Severe,Minimal
https://www.redfin.com/NV/Henderson/218-Augusta-Ridge-Ct-89015/home/177310175,,,Severe,
https://www.redfin.com/NV/Henderson/375-Old-Erie-Pl-89011/home/184007627,,,,
https://www.redfin.com/NV/Henderson/658-Foam-Flower-Ln-89015/unit-205/home/187414034,,,,
https://www.redfin.com/NV/Henderson/654-Foam-Flower-Ln-89015/unit-203/home/187413985,,,,
https://www.redfin.com/NV/Henderson/87-Constitution-Ave-89015/home/29701991,Minimal,Major,Severe,Minimal
https://www.redfin.com/NV/Henderson/292-Sidewheeler-St-89012/home/145871183,Minimal,Major,Severe,Minimal
https://www.redfin.com/NV/Henderson/369-Old-Erie-Pl-89011/home/184007701,,,,
https://www.redfin.com/NV/Henderson/365-Old-Erie-Pl-89011/home/184007703,,,,
https://www.redfin.com/NV/Henderson/731-Scottsdale-St-89002/home/29722065,Minimal,Major,Severe,Minimal
https://www.redfin.com/NV/Henderson/852-Coral-Cottage-Dr-89002/home/29724384,Minimal,Major,Severe,Minimal
