URL,Walk Score (out of 100),Transit Score (out of 100),Bike Score (out of 100),Elementary School Name,Elementary School Score (out of 10),Middle School Name,Middle School Score (out of 10),High School Name,High School Score (out of 10),Address,Price,Beds,Baths,Sq Ft,Est. Monthly Payment,Time on Redfin,Year Built,Property Type,Style,HOA Dues,Lot Size,Garage Spaces,Has Pool,Floor Type,Heat Type,Cool Type,Tax Amount,Has Patio
https://www.redfin.com/NV/Las-Vegas/7490-Tucker-William-St-89149/home/169225931,3,,30,Kenneth Divich Elementary,8,Edmundo Eddie Escobedo Senior Middle School,3,Arbor View High School,5,"7490 Tucker William St,Las Vegas,NV89149","$1,297,750",4,3.5,"4,047",,,2020,"Residential, Single Family Residence",One Story,$100/month,0.28 Acres,3,"Gas Heat, In Ground, Private, Pool/Spa Combo, Waterfall","Carpet, Tile","Central, Gas, Multiple Heating Units","Central Air, Electric, 2 Units","$9,354","Covered, Patio"
https://www.redfin.com/NV/Las-Vegas/7310-Fruitful-Harvest-Ave-89131/home/109627949,10,0,26,Thomas O'Roarke Elementary School,9,Ralph Cadwallader Middle School,7,Arbor View High School,5,"7310 Fruitful Harvest Ave,Las Vegas,NV89131","$699,900",3,2.5,"2,529",,,2015,"Residential, Single Family Residence",One Story,$110/month,0.3 Acres,3,,"Laminate, Tile","Central, Gas","Central Air, Electric","$3,723","Covered, Patio"
https://www.redfin.com/NV/Las-Vegas/9729-Treeline-Run-Ave-89166/home/109871848,18,29,25,Kenneth Divich Elementary,8,Edmundo Eddie Escobedo Senior Middle School,3,Arbor View High School,5,"9729 Treeline Run Ave,Las Vegas,NV89166","$474,900",3,2.5,"2,256",,,2018,"Residential, Single Family Residence",Two Story,$140/month,"3,485 Sq. Ft.",2,Community,"Carpet, Laminate","Central, Gas","Central Air, Electric","$3,755","Covered, Patio, Porch"
https://www.redfin.com/NV/Las-Vegas/4597-Townwall-St-89115/home/144792621,34,44,42,J E Manch Elementary School,3,Carroll M Johnston Middle School,4,Mojave High School,1,"4597 Townwall St,Las Vegas,NV89115","$248,000",2,2,"1,007",,,2018,"Residential, Townhouse",Two Story,$245/month,"1,307 Sq. Ft.",2,Community,Laminate,"Central, Gas","Central Air, Electric","$1,244",
https://www.redfin.com/NV/Las-Vegas/5251-Dubris-Dr-89115/home/166121066,43,45,50,Zel & Mary Lowman Elementary School,3,Carroll M Johnston Middle School,4,Mojave High School,1,"5251 Dubris Dr,Las Vegas,NV89115","$284,000",3,2,"1,195",,,2020,"Residential, Townhouse",Two Story,$245/month,"1,742 Sq. Ft.",2,Community,"Carpet, Tile","Central, Gas","Central Air, Electric, ENERGY STAR Qualified Equipment","$1,816",Porch
https://www.redfin.com/NV/Las-Vegas/6691-Viewpoint-Dr-89156/home/166133253,63,32,52,Mountain View Elementary School,4,Dr. William (bob) H Bailey Middle School,3,Sunrise Mountain High School,1,"6691 Viewpoint Dr,Las Vegas,NV89156","$520,000",4,3.5,"2,234",,,2023,"Residential, Single Family Residence",One Story,,0.33 Acres,2,,"Carpet, Laminate","Central, Gas, Multiple Heating Units","Central Air, Electric, High Efficiency, 2 Units",$468,
https://www.redfin.com/NV/Las-Vegas/8479-Hickam-Ave-89129/home/167639210,9,,26,Edith Garehime Elementary School,6,Justice Myron E Leavitt Middle School,5,Centennial High School,5,"8479 Hickam Ave,Las Vegas,NV89129","$1,475,000",4,3.5,"4,474",,,2019,"Residential, Single Family Residence",One Story,,0.47 Acres,4,"Gas Heat, In Ground, Private, Pool/Spa Combo, Waterfall","Carpet, Tile","Central, Gas, Multiple Heating Units, Zoned","Central Air, Electric, 2 Units","$8,384","Covered, Patio, Porch"
https://www.redfin.com/NV/Las-Vegas/6499-Smithville-Ave-89142/home/169230515,19,39,40,Mervin Iverson Elementary School,6,Kathleen & Tim Harney Middle School,4,Las Vegas High School,3,"6499 Smithville Ave,Las Vegas,NV89142","$430,000",3,2.5,"2,053",,,2021,"Residential, Single Family Residence",Two Story,$71/month,"3,920 Sq. Ft.",2,,"Carpet, Linoleum, Vinyl","Central, Gas, High Efficiency, Zoned","Central Air, Electric, High Efficiency","$3,140","Covered, Patio, Porch"
https://www.redfin.com/NV/Las-Vegas/8359-Lagunilla-Ave-89149/home/170969773,17,33,39,Dean Lamar Allen Elementary School,6,Edmundo Eddie Escobedo Senior Middle School,3,Centennial High School,5,"8359 Lagunilla Ave,Las Vegas,NV89149","$457,000",3,2,"1,852",,,2021,"Residential, Single Family Residence",One Story,$57/month,"4,792 Sq. Ft.",2,,"Carpet, Linoleum, Vinyl","Central, Gas","Central Air, Electric","$3,508","Covered, Patio"
https://www.redfin.com/NV/North-Las-Vegas/4660-Blaise-Ave-89084/unit-102/home/174788033,1,30,26,Howard E Heckethorn Elementary School,8,Anthony Saville Middle School,5,Shadow Ridge High School,5,"4660 Blaise Ave #102,North Las Vegas,NV89084","$330,000",3,2.5,"1,399",,,2021,"Residential, Townhouse",Two Story,$207/month,871 Sq. Ft.,2,Community,"Carpet, Tile","Central, Gas","Central Air, Electric","$2,981",
https://www.redfin.com/NV/Las-Vegas/4940-Chidlaw-St-89115/unit-1/home/183991560,47,46,49,Zel & Mary Lowman Elementary School,3,Carroll M Johnston Middle School,4,Mojave High School,1,"4940 Chidlaw Ave #1,Las Vegas,NV89115","$274,798",2,2.5,"1,077",,,2023,"Residential, Townhouse",Two Story,$199/month,871 Sq. Ft.,1,,"Carpet, Ceramic Tile","Central, Gas","Central Air, Electric","$2,847",
https://www.redfin.com/NV/Las-Vegas/4940-Chidlaw-St-89115/unit-3/home/183991566,47,46,49,Zel & Mary Lowman Elementary School,3,Carroll M Johnston Middle School,4,Mojave High School,1,"4940 Chidlaw Ave #3,Las Vegas,NV89115","$325,458",3,2.5,"1,480",,,2023,"Residential, Townhouse",Two Story,$199/month,"1,307 Sq. Ft.",2,,"Carpet, Ceramic Tile","Central, Gas","Central Air, Electric","$6,509",
https://www.redfin.com/NV/Las-Vegas/1721-Chapman-Dr-89104/home/28968907,52,42,46,Crestwood Elementary School,4,John C Fremont Middle School,5,Valley High School,1,"1721 Chapman Dr,Las Vegas,NV89104","$529,865",3,3,"3,288",,,1979,Single Family Residential,,,0.28 Acres,,,,,,,
https://www.redfin.com/NV/Las-Vegas/2072-Sandy-Ln-89115/home/28987470,60,39,59,Jay W. Jeffers Elementary School,3,Education von Tobel Middle School,3,Sunrise Mountain High School,1,"2072 Sandy Ln,Las Vegas,NV89115","$303,830",3,2,"1,310",,,2004,Single Family Residential,,,"2,614 Sq. Ft.",,,,,,,
https://www.redfin.com/NV/Las-Vegas/2513-Huber-Heights-Dr-89128/home/29143035,42,36,37,Marc Kahre Elementary School,5,Ernest Becker Middle School,7,Cimarron Memorial High School,3,"2513 Huber Heights Dr,Las Vegas,NV89128","$494,750",3,2.5,"2,118",,,1993,Single Family Residential,,,"6,534 Sq. Ft.",,,,,,,
https://www.redfin.com/NV/Las-Vegas/10000-Folsom-Dr-89134/home/29150813,36,28,27,William Lummis Elementary School,7,Ernest Becker Middle School,7,Palo Verde High School,6,"10000 Folsom Dr,Las Vegas,NV89134","$672,994",2,2,"1,520",,,1998,Single Family Residential,,,"7,405 Sq. Ft.",,,,,,,
https://www.redfin.com/NV/Las-Vegas/9629-Blue-Bell-Dr-89134/home/29153422,43,32,39,William Lummis Elementary School,7,Ernest Becker Middle School,7,Palo Verde High School,6,"9629 Blue Bell Dr,Las Vegas,NV89134","$353,964",2,1,"1,046",,,1993,Townhouse,,,"2,614 Sq. Ft.",,,,,,,
https://www.redfin.com/NV/Las-Vegas/9420-San-Laguna-Ct-89134/unit-104/home/29211600,48,32,37,William Lummis Elementary School,7,Ernest Becker Middle School,7,Palo Verde High School,6,"9420 San Laguna Ct #104,Las Vegas,NV89134","$536,962",2,2.5,"2,093",,,1996,Condo/Co-op,,,,,,,,,,
https://www.redfin.com/NV/Las-Vegas/5520-Heron-Ave-89107/home/29232936,52,41,43,Red Rock Elementary School,2,Frank F Garside Junior High School,3,Western High School,1,"5520 Heron Ave,Las Vegas,NV89107","$299,329",3,2,"1,218",,,1955,Single Family Residential,,,"6,098 Sq. Ft.",,,,,,,
https://www.redfin.com/NV/North-Las-Vegas/2723-E-Webb-Ave-89030/home/29329361,69,43,58,Tom Williams Elementary School,5,J D Smith Middle School,2,Rancho High School,4,"2723 E Webb Ave,North Las Vegas,NV89030","$242,833",4,3,"2,093",,,1955,Single Family Residential,,,"7,841 Sq. Ft.",,,,,,,
https://www.redfin.com/NV/Las-Vegas/405-N-13th-St-89101/home/29348530,74,56,56,Halle Hewetson Elementary School,4,J D Smith Middle School,2,Rancho High School,4,"405 N 13th St,Las Vegas,NV89101","$250,036",2,2,"1,166",,,1947,Multi-Family (2-4 Unit),,,0.3 Acres,,,,,,,
https://www.redfin.com/NV/Las-Vegas/2000-Walnut-Ave-89101/home/29349009,71,46,61,Howard E Hollingsworth Elementary School,3,Roy West Martin Middle School,4,Desert Pines High School,1,"2000 Walnut Ave,Las Vegas,NV89101","$325,367",4,2,"1,912",,,1958,Single Family Residential,,,"6,534 Sq. Ft.",,,,,,,
https://www.redfin.com/NV/Las-Vegas/246-N-23rd-St-89101/home/29350772,80,48,64,Sunrise Acres Elementary School,4,John C Fremont Middle School,5,Valley High School,1,"246 N 23rd St,Las Vegas,NV89101","$528,925",8,4,"3,205",,,1954,Multi-Family (2-4 Unit),,,"10,019 Sq. Ft.",,,,,,,
https://www.redfin.com/NV/Las-Vegas/3625-Valley-Forge-Ave-89110/home/29384226,48,40,62,Cc Ronnow Elementary School,4,Mario C & Joanne Monaco Middle School,3,Desert Pines High School,1,"3625 Valley Forge Ave,Las Vegas,NV89110","$332,526",3,2,"1,062",,,1977,Single Family Residential,,,"6,098 Sq. Ft.",,,,,,,
https://www.redfin.com/NV/Las-Vegas/2972-Juniper-Hills-Blvd-89142/unit-102/home/29416224,35,41,38,,,Kathleen & Tim Harney Middle School,4,Chaparral High School,2,"2972 Juniper Hills Blvd #102,Las Vegas,NV89142","$201,938",3,2,"1,074",,,1987,Condo/Co-op,,,,,,,,,,
https://www.redfin.com/NV/Las-Vegas/2714-Bridgepointe-Dr-89121/home/29474142,21,45,50,George E Harris Elementary School,4,William E Orr Middle School,3,Valley High School,1,"2714 Bridgepointe Dr,Las Vegas,NV89121","$341,925",2,2,"1,691",,,1986,Townhouse,,,"2,614 Sq. Ft.",,,,,,,
https://www.redfin.com/NV/Las-Vegas/3020-Island-View-Ct-89117/home/29532628,21,40,44,M J Christensen Elementary School,7,Clifford J Lawrence Junior High School,5,Spring Valley High School,5,"3020 Island View Ct,Las Vegas,NV89117","$1,930,290",4,4.5,"4,518",,,2001,Single Family Residential,,,0.35 Acres,,,,,,,
https://www.redfin.com/NV/Las-Vegas/3220-Lindell-Rd-89146/home/29539947,72,40,51,Elaine Wynn Elementary School,3,Kenny C Guinn Middle School,5,Education W Clark High School,3,"3220 Lindell Rd,Las Vegas,NV89146","$434,941",3,2,"1,690",,,1979,Single Family Residential,,,"6,970 Sq. Ft.",,,,,,,
https://www.redfin.com/NV/Las-Vegas/5151-Pioneer-Ave-89146/unit-102/home/29542285,85,40,51,Elaine Wynn Elementary School,3,Kenny C Guinn Middle School,5,Education W Clark High School,3,"5151 Pioneer Ave #102,Las Vegas,NV89146","$237,633",2,2,"1,121",,,1987,Condo/Co-op,,,,,,,,,,
https://www.redfin.com/NV/Las-Vegas/6765-Painted-Morning-Ave-89142/home/104008439,12,36,24,,,Kathleen & Tim Harney Middle School,4,Las Vegas High School,3,"6765 Painted Morning Ave,Las Vegas,NV89142","$423,444",3,2,"1,801",,,2016,Single Family Residential,,,"5,663 Sq. Ft.",,,,,,,
https://www.redfin.com/NV/Las-Vegas/2198-E-Desert-Inn-Rd-89169/home/28968463,65,41,49,Robert E Lake Elementary School,5,K O Knudson Junior High School,5,Valley High School,1,"2198 E Desert Inn Rd,Las Vegas,NV89169","$180,000",2,1.5,"1,210",,,1972,"Residential, Townhouse",Two Story,$210/month,871 Sq. Ft.,,,"Ceramic Tile, Linoleum, Vinyl","Central, Electric","Central Air, Electric",$354,
https://www.redfin.com/NV/Las-Vegas/6658-Chapel-Heights-Ct-89156/home/28987722,57,31,47,Mountain View Elementary School,4,Dr. William (bob) H Bailey Middle School,3,Sunrise Mountain High School,1,"6658 Chapel Heights Ct,Las Vegas,NV89156","$520,000",4,2.5,"1,930",,,2004,"Residential, Single Family Residence",One Story,,"10,019 Sq. Ft.",3,"Gas Heat, In Ground, Private","Carpet, Ceramic Tile","Central, Gas","Central Air, Electric","$1,892","Covered, Patio, Porch"
https://www.redfin.com/NV/Las-Vegas/6308-Barrington-Bridge-Ave-89122/home/29001418,0,0,46,Cynthia Cunningham Elementary School,2,Kathleen & Tim Harney Middle School,4,Chaparral High School,2,"6308 Barrington Bridge Ave,Las Vegas,NV89122","$395,000",5,3,"2,122",,,2004,"Residential, Single Family Residence",Two Story,$65/month,"5,227 Sq. Ft.",2,,"Laminate, Tile","Central, Gas","Central Air, Electric","$1,775","Covered, Patio"
https://www.redfin.com/NV/Las-Vegas/3504-Durant-River-Dr-89122/home/29006829,4,,42,,,Kathleen & Tim Harney Middle School,4,Chaparral High School,2,"3504 Durant River Dr,Las Vegas,NV89122","$367,000",4,2.5,"1,709",,,2005,"Residential, Single Family Residence",Two Story,$48/month,"3,485 Sq. Ft.",2,,"Laminate, Tile","Central, Gas","Central Air, Electric","$1,509",
https://www.redfin.com/NV/Las-Vegas/6511-Flatwoods-Bay-Ct-89122/home/29028748,2,28,45,,,Kathleen & Tim Harney Middle School,4,Chaparral High School,2,"6511 Flatwoods Bay Ct,Las Vegas,NV89122","$325,000",3,2,"1,265",,,2006,"Residential, Single Family Residence",One Story,$48/month,"3,485 Sq. Ft.",2,,Tile,"Central, Gas","Central Air, Electric","$1,138",Patio
https://www.redfin.com/NV/Las-Vegas/3421-Greenwood-Springs-Dr-89122/home/29028858,3,0,45,,,Kathleen & Tim Harney Middle School,4,Chaparral High School,2,"3421 Greenwood Springs Dr,Las Vegas,NV89122","$375,000",4,2,"1,442",,,2006,"Residential, Single Family Residence",One Story,$48/month,"3,920 Sq. Ft.",2,,"Carpet, Tile","Central, Gas","Central Air, Electric","$1,177",
https://www.redfin.com/NV/Las-Vegas/3338-Mendocino-Forest-St-89122/home/29028992,1,0,43,Cynthia Cunningham Elementary School,2,Kathleen & Tim Harney Middle School,4,Chaparral High School,2,"3338 Mendocino Forest St,Las Vegas,NV89122","$390,000",3,2,"1,552",,,2005,"Residential, Single Family Residence",One Story,$79/month,"6,534 Sq. Ft.",2,,"Carpet, Laminate","Central, Gas","Central Air, Electric","$1,190",
https://www.redfin.com/NV/Las-Vegas/900-Las-Vegas-Blvd-S-89101/unit-1414/home/29052400,86,68,61,Howard E Hollingsworth Elementary School,3,John C Fremont Middle School,5,Rancho High School,4,"900 Las Vegas Blvd #1414,Las Vegas,NV89101","$360,000",1,2,"1,277",,,2005,Condo,"High Rise, High Rise, Loft",$611/month,,,Community,,"Gas, Individual","Electric, 1 Unit","$1,970",
https://www.redfin.com/NV/Las-Vegas/5280-Shreve-Ave-89156/home/29052664,54,39,48,Martin Luther King Junior Elementary School,3,Dr. William (bob) H Bailey Middle School,3,Sunrise Mountain High School,1,"5280 Shreve Ave,Las Vegas,NV89156","$254,000",2,1.5,868,,,2005,"Residential, Single Family Residence",Two Story,$94/month,"1,742 Sq. Ft.",1,,Laminate,"Central, Gas","Central Air, Electric",$516,
https://www.redfin.com/NV/Las-Vegas/793-Oakmont-Ave-89109/unit-203/home/29063353,71,47,43,John S Park Elementary School,5,John C Fremont Middle School,5,Valley High School,1,"793 Oakmont Ave #203,Las Vegas,NV89109","$185,888",1,1,708,,,1972,Condo,Two Story,$376/month,,,,"Ceramic Tile, Laminate","Central, Electric","Central Air, Electric",$550,Patio
https://www.redfin.com/NV/Las-Vegas/714-Oakmont-Ave-89109/unit-1108/home/29063540,65,48,44,John S Park Elementary School,5,John C Fremont Middle School,5,Valley High School,1,"714 Oakmont Ave #1108,Las Vegas,NV89109","$190,000",1,1,620,,,1972,Condo,Two Story,$376/month,"3,720 Sq. Ft.",,"Association, Community","Carpet, Tile","Central, Electric","Central Air, Electric",$499,Balcony
https://www.redfin.com/NV/Las-Vegas/2831-Geary-Pl-89109/unit-2933/home/29063732,51,47,43,John S Park Elementary School,5,John C Fremont Middle School,5,Valley High School,1,"2831 Geary Pl #2933,Las Vegas,NV89109","$275,000",2,1,"1,112",,,1973,Condo,Two Story,$344/month,,,Community,"Carpet, Luxury Vinyl Plank","Central, Electric","Central Air, Electric",$849,Patio
https://www.redfin.com/NV/Las-Vegas/2831-Geary-Pl-89109/unit-2902/home/29063793,51,47,43,John S Park Elementary School,5,John C Fremont Middle School,5,Valley High School,1,"2831 Geary Pl #2902,Las Vegas,NV89109","$256,000",2,2,"1,239",,,1973,Condo,Two Story,$376/month,,,Community,"Carpet, Ceramic Tile","Central, Electric","Central Air, Electric, Refrigerated",$907,Balcony
https://www.redfin.com/NV/Las-Vegas/2845-Loveland-Dr-89109/unit-3606/home/29063914,56,47,41,John S Park Elementary School,5,John C Fremont Middle School,5,Valley High School,1,"2845 Loveland Dr #3606,Las Vegas,NV89109","$197,000",1,1,793,,,1974,Condo,Two Story,$376/month,0.25 Acres,,"Association, Community","Carpet, Tile","Central, Electric","Central Air, Electric",$586,
https://www.redfin.com/NV/Las-Vegas/2194-Dragon-Claw-Ln-89156/home/29180299,42,32,38,Liliam Lujan Hickey Elementary School,5,Dr. William (bob) H Bailey Middle School,3,Sunrise Mountain High School,1,"2194 Dragon Claw Ln,Las Vegas,NV89156","$355,000",4,3,"1,655",,,2006,"Residential, Single Family Residence",Three Story,$74/month,"2,178 Sq. Ft.",2,,"Linoleum, Vinyl","Central, Gas","Central Air, Electric","$1,083",
https://www.redfin.com/NV/Las-Vegas/6170-E-Sahara-Ave-89142/unit-1080/home/29181838,28,41,47,Dan Goldfarb Elementary School,6,Kathleen & Tim Harney Middle School,4,Las Vegas High School,3,"6170 E Sahara Ave #1080,Las Vegas,NV89142","$260,000",3,2.5,"1,257",,,2005,Condo,Two Story,$208/month,,2,Community,"Carpet, Ceramic Tile, Laminate","Central, Gas","Central Air, Electric",$595,Patio
https://www.redfin.com/NV/Las-Vegas/6170-E-Sahara-Ave-89142/unit-1015/home/29281953,28,41,47,Dan Goldfarb Elementary School,6,Kathleen & Tim Harney Middle School,4,Las Vegas High School,3,"6170 E Sahara Ave #1015,Las Vegas,NV89142","$220,000",2,2,"1,047",,,2005,Condo,Two Story,$208/month,,1,Community,"Carpet, Luxury Vinyl Plank","Central, Gas","Central Air, Electric",$553,Balcony
https://www.redfin.com/NV/Las-Vegas/221-George-Pl-89106/home/29325473,46,41,38,Kit Carson Elementary School,5,,,Canyon Springs High School And the Leadership And,2,"221 George Pl,Las Vegas,NV89106","$325,000",5,—,"1,833",,,1954,"Residential, Duplex","Duplex, Duplex",,"7,405 Sq. Ft.",,,"Carpet, Ceramic Tile","Central, Electric, High Efficiency",Central Air,$515,
https://www.redfin.com/NV/Las-Vegas/417-Freeman-Ave-89106/home/29325589,47,40,43,Kit Carson Elementary School,5,,,Canyon Springs High School And the Leadership And,2,"417 Freeman Ave,Las Vegas,NV89106","$321,000",4,2,"1,344",,,1954,"Residential, Single Family Residence",One Story,,"6,970 Sq. Ft.",,,Luxury Vinyl Plank,"Central, Electric","Central Air, Electric",$415,
https://www.redfin.com/NV/North-Las-Vegas/908-Stanley-Ave-89030/home/29326787,66,46,53,C P Squires Elementary School,5,J D Smith Middle School,2,Rancho High School,4,"908 Stanley Ave,North Las Vegas,NV89030","$325,000",4,2,"1,704",,,1953,"Residential, Single Family Residence",One Story,,"5,663 Sq. Ft.",1,,Tile,"Central, Gas","Central Air, Electric",$668,
https://www.redfin.com/NV/Las-Vegas/1429-N-Mojave-Rd-89101/home/29331974,43,41,52,Robert Lunt Elementary School,2,J D Smith Middle School,2,Rancho High School,4,"1429 N Mojave Rd,Las Vegas,NV89101","$390,000",3,2,"1,434",,,1967,"Residential, Single Family Residence",One Story,,"7,405 Sq. Ft.",2,"In Ground, Private",Luxury Vinyl Plank,"Central, Gas","Central Air, Electric","$1,475",
https://www.redfin.com/NV/Las-Vegas/1324-Arthur-Ave-89101/home/29332001,64,41,60,Robert Lunt Elementary School,2,J D Smith Middle School,2,Rancho High School,4,"1324 Arthur Ave,Las Vegas,NV89101","$330,000",3,2,"1,368",,,1970,"Residential, Single Family Residence",One Story,,"6,534 Sq. Ft.",2,,"Laminate, Tile","Central, Gas","Central Air, Electric","$1,011",Patio
https://www.redfin.com/NV/Las-Vegas/1320-Arthur-Ave-89101/home/29332002,64,41,60,Robert Lunt Elementary School,2,J D Smith Middle School,2,Rancho High School,4,"1320 Arthur Ave,Las Vegas,NV89101","$325,000",3,2,"1,149",,,1970,"Residential, Single Family Residence",One Story,,"6,534 Sq. Ft.",2,,"Carpet, Laminate, Tile","Central, Gas","Central Air, Electric",$649,"Covered, Patio"
https://www.redfin.com/NV/Las-Vegas/3209-Theresa-Ave-89101/home/29333537,41,38,53,Cc Ronnow Elementary School,4,Mario C & Joanne Monaco Middle School,3,Desert Pines High School,1,"3209 Theresa Ave,Las Vegas,NV89101","$339,900",3,2,"1,461",,,1964,"Residential, Single Family Residence",One Story,,"6,970 Sq. Ft.",2,,Luxury Vinyl Plank,"Central, Gas","Attic Fan, Electric",$3,"Covered, Patio, Porch"
https://www.redfin.com/NV/Las-Vegas/3300-Marionette-Ave-89101/home/29333603,44,38,52,Cc Ronnow Elementary School,4,Mario C & Joanne Monaco Middle School,3,Desert Pines High School,1,"3300 Marionette Ave,Las Vegas,NV89101","$268,000",4,2,"1,511",,,1971,"Residential, Single Family Residence",One Story,,"6,098 Sq. Ft.",1,,"Carpet, Linoleum, Tile, Vinyl","Central, Gas","Central Air, Electric",$956,
https://www.redfin.com/NV/Las-Vegas/1300-N-22nd-St-89101/home/29334320,56,41,55,Robert Lunt Elementary School,2,J D Smith Middle School,2,Rancho High School,4,"1300 N 22nd St,Las Vegas,NV89101","$565,000",8,—,"3,540",,,1963,"Residential, Multi Family",Fourplex,,"8,712 Sq. Ft.",,,"Luxury Vinyl Plank, Tile","Central, Gas",Central Air,$956,Balcony
https://www.redfin.com/NV/Las-Vegas/1613-Constantine-Ave-89101/home/29334450,46,45,49,Halle Hewetson Elementary School,4,J D Smith Middle School,2,Rancho High School,4,"1613 Constantine Ave,Las Vegas,NV89101","$1,000/mo",1,1,630,,,,,,,,,,,,,,
https://www.redfin.com/NV/Las-Vegas/637-N-11th-St-89101/home/29334667,66,56,66,C P Squires Elementary School,5,J D Smith Middle School,2,Rancho High School,4,"637 N 11th St,Las Vegas,NV89101","$555,000",8,—,"3,268",,,1961,"Residential, Multi Family",Fourplex,,"6,970 Sq. Ft.",,,"Ceramic Tile, Hardwood",Gas,Central Air,"$1,288","Balcony, Patio"
https://www.redfin.com/NV/Las-Vegas/2205-Melinda-Ave-89101/home/29335290,56,41,55,Robert Lunt Elementary School,2,J D Smith Middle School,2,Rancho High School,4,"2205 Melinda Ave,Las Vegas,NV89101","$330,000",3,2,"1,056",,,1970,"Residential, Single Family Residence",One Story,,"6,098 Sq. Ft.",1,,"Carpet, Tile","Central, Gas","Central Air, Electric",$388,
https://www.redfin.com/NV/Las-Vegas/904-N-24th-St-89101/home/29335525,73,41,59,Robert Lunt Elementary School,2,J D Smith Middle School,2,Rancho High School,4,"904 N 24th St,Las Vegas,NV89101","$305,000",2,2,"1,176",,,1969,"Residential, Single Family Residence",One Story,,"5,663 Sq. Ft.",1,,"Carpet, Luxury Vinyl Plank","Central, Electric","Central Air, Electric",$786,
https://www.redfin.com/NV/Las-Vegas/2221-Constantine-Ave-89101/home/29335602,58,42,53,Halle Hewetson Elementary School,4,J D Smith Middle School,2,Rancho High School,4,"2221 Constantine Ave,Las Vegas,NV89101","$305,580",3,1,"2,106",,,1962,"Residential, Single Family Residence",One Story,,"6,098 Sq. Ft.",,,Ceramic Tile,"Central, Electric","Central Air, Electric",$850,"Covered, Patio"
https://www.redfin.com/NV/Las-Vegas/633-N-22nd-St-89101/home/29335999,74,42,59,Halle Hewetson Elementary School,4,J D Smith Middle School,2,Rancho High School,4,"633 N 22nd St,Las Vegas,NV89101","$400,000",4,3,"1,635",,,2021,"Residential, Single Family Residence",One Story,,"5,663 Sq. Ft.",,,Laminate,"Central, Electric","Central Air, Electric","$3,054","Covered, Patio"
https://www.redfin.com/NV/Las-Vegas/1909-E-Wilson-Ave-89101/home/29336178,75,43,61,Halle Hewetson Elementary School,4,J D Smith Middle School,2,Rancho High School,4,"1909 E Wilson Ave,Las Vegas,NV89101","$360,000",4,2,"1,842",,,1956,"Residential, Single Family Residence",One Story,,"6,534 Sq. Ft.",,,Luxury Vinyl Plank,"Central, Gas","Central Air, Electric",$800,
https://www.redfin.com/NV/Las-Vegas/910-N-1st-St-89101/home/29336983,70,56,58,C P Squires Elementary School,5,J D Smith Middle School,2,Rancho High School,4,"910 N 1st St,Las Vegas,NV89101","$240,000",2,1,832,,,1943,"Residential, Single Family Residence",One Story,,"6,534 Sq. Ft.",,,Tile,"Central, Electric","Central Air, Electric",$461,
https://www.redfin.com/NV/Las-Vegas/317-N-Bruce-St-89101/home/29348188,66,50,63,Howard E Hollingsworth Elementary School,3,John C Fremont Middle School,5,Rancho High School,4,"317 N Bruce St,Las Vegas,NV89101","$265,000",2,1,926,,,1943,"Residential, Single Family Residence",One Story,,"6,970 Sq. Ft.",1,,"Laminate, Linoleum, Vinyl","Central, Electric","Central Air, Electric",$430,"Covered, Patio, Porch"
https://www.redfin.com/NV/Las-Vegas/1921-Walnut-Ave-89101/home/29349044,76,42,61,Halle Hewetson Elementary School,4,J D Smith Middle School,2,Desert Pines High School,1,"1921 Walnut Ave,Las Vegas,NV89101","$363,000",3,2,"1,233",,,1953,"Residential, Single Family Residence",One Story,,"6,534 Sq. Ft.",,,"Carpet, Laminate, Tile","Central, Electric","Central Air, Electric",$445,"Covered, Patio"
https://www.redfin.com/NV/Las-Vegas/140-N-19th-St-89101/home/29349687,79,50,69,Howard E Hollingsworth Elementary School,3,John C Fremont Middle School,5,Valley High School,1,"140 N 19th St,Las Vegas,NV89101","$325,000",3,2,"1,190",,,1950,"Residential, Single Family Residence",One Story,,"4,792 Sq. Ft.",,,Luxury Vinyl Plank,"Central, Electric","Central Air, Electric",$298,Deck
https://www.redfin.com/NV/Las-Vegas/1708-Poplar-Ave-89101/home/29350043,62,50,57,Howard E Hollingsworth Elementary School,3,Roy West Martin Middle School,4,Desert Pines High School,1,"1708 Poplar Ave,Las Vegas,NV89101","$240,000",3,2,"1,504",,,1952,"Residential, Single Family Residence",One Story,,"6,098 Sq. Ft.",2,,"Carpet, Linoleum, Vinyl","Central, Gas","Central Air, Electric",$620,
https://www.redfin.com/NV/Las-Vegas/2901-Stewart-Ave-89101/home/29351497,64,46,57,Sunrise Acres Elementary School,4,Roy West Martin Middle School,4,Desert Pines High School,1,"2901 Stewart Ave,Las Vegas,NV89101","$585,000",8,—,"2,928",,,1963,"Residential, Multi Family",Fourplex,,"7,841 Sq. Ft.",,,Tile,Electric,Central Air,$740,
https://www.redfin.com/NV/Las-Vegas/4479-Amargosa-Way-89115/home/29357961,26,45,35,Zel & Mary Lowman Elementary School,3,Dr. William (bob) H Bailey Middle School,3,Mojave High School,1,"4479 Amargosa Way,Las Vegas,NV89115","$180,000",3,2,"1,536",,,1980,"Residential, Manufactured Home",One Story,,"7,841 Sq. Ft.",2,,"Carpet, Linoleum, Vinyl","Central, Gas","Central Air, Electric",$196,"Covered, Patio, Porch"
