Price,Bedroom(s),Bathroom,Area (),Address,Other info,Image,Detail link,Zip Code
"$695,000 ",4,3,"4,577","2275 Lincoln Rd, Las Vegas, NV 89115",,https://photos.zillowstatic.com/fp/890af4b71ed9b956ce72d8465811f8e3-p_e.jpg,https://www.zillow.com/homedetails/2275-Lincoln-Rd-Las-Vegas-NV-89115/7023747_zpid/,89115
"$410,000 ",2,2,"1,535","228 Spring River Ave, Las Vegas, NV 89123",,https://photos.zillowstatic.com/fp/dd4f1b7d03b61fab7c5a627fbcd273ef-p_e.jpg,https://www.zillow.com/homedetails/228-Spring-River-Ave-Las-Vegas-NV-89123/52212282_zpid/,89123
"$580,000 ",3,3,"1,923","2287 Red Bud St, Las Vegas, NV 89135",,https://photos.zillowstatic.com/fp/71218b2785a1cb0354a88f910b3859af-p_e.jpg,https://www.zillow.com/homedetails/2287-Red-Bud-St-Las-Vegas-NV-89135/61428794_zpid/,89135
"$359,888 ",2,2,974,"230 E Flamingo Rd UNIT 313, Las Vegas, NV 89169",,https://photos.zillowstatic.com/fp/a4d9f396cbb2708adf1c24c1f8b6ebd6-p_e.jpg,https://www.zillow.com/homedetails/230-E-Flamingo-Rd-UNIT-313-Las-Vegas-NV-89169/66861524_zpid/,89169
"$275,000 ",3,2,"1,167","2300 E Silverado Ranch Blvd UNIT 1069, Las Vegas, NV 89183",,https://photos.zillowstatic.com/fp/68e8b1151dd767d46386c02a9ca9d228-p_e.jpg,https://www.zillow.com/homedetails/2300-E-Silverado-Ranch-Blvd-UNIT-1069-Las-Vegas-NV-89183/2060995511_zpid/,89183
"$625,000 ",4,3,"2,404","2304 Llewellyn Dr, Las Vegas, NV 89102",,https://photos.zillowstatic.com/fp/5051d1a976eb3c73d37ee776a3b1f404-p_e.jpg,https://www.zillow.com/homedetails/2304-Llewellyn-Dr-Las-Vegas-NV-89102/7081478_zpid/,89102
"$825,000 ",3,2.5,"2,577","2304 Sierra Heights Dr, Las Vegas, NV 89134",https://ssl.cdn-redfin.com/photo/95/islphoto/576/genIslnoResize.2526576_1.jpg,https://www.redfin.com/NV/Las-Vegas/2304-Sierra-Heights-Dr-89134/home/29107959,,89134
"$395,000 ",3,2.5,"1,710","2308 Crooked Creek Ave, Las Vegas, NV 89123",https://ssl.cdn-redfin.com/photo/95/islphoto/538/genIslnoResize.2526538_5.jpg,https://www.redfin.com/NV/Las-Vegas/2308-Crooked-Creek-Ave-89123/home/29835283,,89123
"$185,000 ",2,2,924,"231 Misty Isle Ln UNIT C, Las Vegas, NV 89107",,https://photos.zillowstatic.com/fp/5370faf8685ec9efe2369368f8b42ba5-p_e.jpg,https://www.zillow.com/homedetails/231-Misty-Isle-Ln-UNIT-C-Las-Vegas-NV-89107/6960785_zpid/,89107
"$290,000 ",4,2,"1,563","2318 Howard Dr, Las Vegas, NV 89104",,https://photos.zillowstatic.com/fp/941c854af5f67c656fe60655e528b965-p_e.jpg,https://www.zillow.com/homedetails/2318-Howard-Dr-Las-Vegas-NV-89104/7075712_zpid/,89104
"$299,900 ",2,1,925,"2320 Viva Cir, Las Vegas, NV 89108",,https://photos.zillowstatic.com/fp/78cd5cef534e02e8e13becbf33c77ce4-p_e.jpg,https://www.zillow.com/homedetails/2320-Viva-Cir-Las-Vegas-NV-89108/6953891_zpid/,89108
"$499,900 ",3,2,"1,487","2328 Huntsville Dr, Las Vegas, NV 89134",,https://photos.zillowstatic.com/fp/cc2361043f11adad3b937304e199a479-p_e.jpg,https://www.zillow.com/homedetails/2328-Huntsville-Dr-Las-Vegas-NV-89134/6942763_zpid/,89134
"$828,000 ",3,3,"2,527","239 Star Ruby Ct, Las Vegas, NV 89183",,https://photos.zillowstatic.com/fp/f2677f0dc9d8249a698a91e8a724861c-p_e.jpg,https://www.zillow.com/homedetails/239-Star-Ruby-Ct-Las-Vegas-NV-89183/243076419_zpid/,89183
"$549,900 ",2,2,"1,533","2401 Indigo Valley St, Las Vegas, NV 89134",,https://photos.zillowstatic.com/fp/b9eda04187dd7ad1b1fba2861716458a-p_e.jpg,https://www.zillow.com/homedetails/2401-Indigo-Valley-St-Las-Vegas-NV-89134/6907392_zpid/,89134
"$229,999 ",2,2,784,"2405 W Serene Ave UNIT 730, Las Vegas, NV 89123",,https://photos.zillowstatic.com/fp/6fa70eb0dd2469337992e4f9e81ac6e1-p_e.jpg,https://www.zillow.com/homedetails/2405-W-Serene-Ave-UNIT-730-Las-Vegas-NV-89123/82535855_zpid/,89123
"$493,000 ",2,2,"1,653","2409 Floyd Ct Ct, Las Vegas, NV 89134",https://ssl.cdn-redfin.com/photo/95/islphoto/123/genIslnoResize.2528123_8.jpg,https://www.redfin.com/NV/Las-Vegas/2409-Floyd-Ct-89134/home/29149081,,89134
"$439,900 ",2,2,"1,360","2409 Indigo Valley St, Las Vegas, NV 89134",,https://photos.zillowstatic.com/fp/3b1f44f44db174263cc6d1680629e57b-p_e.jpg,https://www.zillow.com/homedetails/2409-Indigo-Valley-St-Las-Vegas-NV-89134/6907358_zpid/,89134
"$219,900 ",2,2,"1,128","2451 N Rainbow Blvd #2136, Las Vegas, NV 89108",https://ssl.cdn-redfin.com/photo/95/islphoto/561/genIslnoResize.2528561_0.jpg,https://www.redfin.com/NV/Las-Vegas/2451-N-Rainbow-Blvd-89108/unit-2136/home/29062141,,89108
"$315,000 ",3,2,"1,701","2451 Sabado St, Las Vegas, NV 89121",,https://photos.zillowstatic.com/fp/cb5086346bdd57b819dd2df0610a84c4-p_e.jpg,https://www.zillow.com/homedetails/2451-Sabado-St-Las-Vegas-NV-89121/7090276_zpid/,89121
"$7,500,000 ",4,5,"5,412","25 Drifting Shadow Way, Summerlin, NV 89135",,https://photos.zillowstatic.com/fp/db41da1372667043c74640796e51a61e-p_e.jpg,https://www.zillow.com/homedetails/25-Drifting-Shadow-Way-Summerlin-NV-89135/141491101_zpid/,89135
"$609,999 ",3,2,"2,393","2504 Sunset Beach Ln, Las Vegas, NV 89128",,https://photos.zillowstatic.com/fp/75a425ade9df3ea9299436ea7195088a-p_e.jpg,https://www.zillow.com/homedetails/2504-Sunset-Beach-Ln-Las-Vegas-NV-89128/6937650_zpid/,89128
"$448,888 ",5,3,"2,140","2506 Winterwood Blvd, Las Vegas, NV 89142",,https://photos.zillowstatic.com/fp/01630f90db281e8d6455caed00381814-p_e.jpg,https://www.zillow.com/homedetails/2506-Winterwood-Blvd-Las-Vegas-NV-89142/7055357_zpid/,89142
"$259,000 ",3,2.5,"1,173","2529 Perryville Ave #104, Las Vegas, NV 89106",https://ssl.cdn-redfin.com/photo/95/islphoto/128/genIslnoResize.2527128_0.jpg,https://www.redfin.com/NV/Las-Vegas/2529-Perryville-Ave-89106/unit-104/home/29310630,,89106
"$259,000 ",3,3,"1,173","2529 Perryville Ave UNIT 104, Las Vegas, NV 89106",,https://photos.zillowstatic.com/fp/3d755f9cbf010ce8c7be8a356d072bf6-p_e.jpg,https://www.zillow.com/homedetails/2529-Perryville-Ave-UNIT-104-Las-Vegas-NV-89106/6999137_zpid/,89106
"$370,000 ",3,3,"1,352","2532 Olay St, Las Vegas, NV 89142",,https://photos.zillowstatic.com/fp/b2ee65c6b8967500b37512a77410be05-p_e.jpg,https://www.zillow.com/homedetails/2532-Olay-St-Las-Vegas-NV-89142/66832297_zpid/,89142
"$2,400,000 ",4,6,"4,976","257 E Shelbourne Ave, Las Vegas, NV 89123",,https://photos.zillowstatic.com/fp/733a5f582ee6cca5fc65609b9fc0c914-p_e.jpg,https://www.zillow.com/homedetails/257-E-Shelbourne-Ave-Las-Vegas-NV-89123/331664744_zpid/,89123
"$499,999 ",3,2,"1,687","2571 Quail Canyon Ave, Henderson, NV 89074",,https://photos.zillowstatic.com/fp/74510b789b478fc8bec0ea58a92a7704-p_e.jpg,https://www.zillow.com/homedetails/2571-Quail-Canyon-Ave-Henderson-NV-89074/7162482_zpid/,89074
"$365,000 ",3,2,"1,483","26 E Serene Ave #224, Las Vegas, NV 89123",https://ssl.cdn-redfin.com/photo/95/islphoto/738/genIslnoResize.2526738_0.jpg,https://www.redfin.com/NV/Las-Vegas/26-E-Serene-Ave-89123/unit-224/home/29494785,,89123
"$365,000 ",3,2,"1,483","26 E Serene Ave UNIT 224, Las Vegas, NV 89123",,https://photos.zillowstatic.com/fp/db94c75f11dbb55ed854989cf9328086-p_e.jpg,https://www.zillow.com/homedetails/26-E-Serene-Ave-UNIT-224-Las-Vegas-NV-89123/68668811_zpid/,89123
"$250,000 ",1,1,692,"260 E Flamingo Rd UNIT 330, Las Vegas, NV 89169",,https://photos.zillowstatic.com/fp/2d378621c0267ccb61fb810dbc4033fe-p_e.jpg,https://www.zillow.com/homedetails/260-E-Flamingo-Rd-UNIT-330-Las-Vegas-NV-89169/66861634_zpid/,89169
"$685,000 ",3,2,"2,115","2612 Tumble Brook Dr, Las Vegas, NV 89134",,https://www.redfin.com/NV/Las-Vegas/2612-Tumble-Brook-Dr-89134/home/29152161,,89134
"$290,000 ",3,2,"1,100","2615 W Gary Ave UNIT 2086, Las Vegas, NV 89123",,https://photos.zillowstatic.com/fp/e7f5adc0fe7a82c51de5d02b4e40a45e-p_e.jpg,https://www.zillow.com/homedetails/2615-W-Gary-Ave-UNIT-2086-Las-Vegas-NV-89123/68668288_zpid/,89123
"$949,900 ",3,3,"2,871","2619 Burton Ave, Las Vegas, NV 89102",,https://photos.zillowstatic.com/fp/bfaf9402a6b0d5fe25e560423817e285-p_e.jpg,https://www.zillow.com/homedetails/2619-Burton-Ave-Las-Vegas-NV-89102/7081392_zpid/,89102
"$295,000 ",4,2,986,"2620 Demetrius Ave, Las Vegas, NV 89101",,https://photos.zillowstatic.com/fp/6097d9338acb05380effe88a03c635d9-p_e.jpg,https://www.zillow.com/homedetails/2620-Demetrius-Ave-Las-Vegas-NV-89101/7006093_zpid/,89101
"$657,000 ",5,3,"3,157","2633 Ohio Ct, Las Vegas, NV 89128",,https://photos.zillowstatic.com/fp/10f0914bd3369d3ee2d00f9c23ff9140-p_e.jpg,https://www.zillow.com/homedetails/2633-Ohio-Ct-Las-Vegas-NV-89128/6939226_zpid/,89128
"$2,200,000 ",4,5,"3,676","2635 Turtle Head Peak Dr, Las Vegas, NV 89135",,https://photos.zillowstatic.com/fp/43c21524eec4b8e7ab947ec58b0af470-p_e.jpg,https://www.zillow.com/homedetails/2635-Turtle-Head-Peak-Dr-Las-Vegas-NV-89135/52210815_zpid/,89135
"$1,800,000 ",4,4,"3,325","2640 Grassy Spring Pl, Las Vegas, NV 89135",,https://photos.zillowstatic.com/fp/c079add71576f209ea53f2facb0c6d60-p_e.jpg,https://www.zillow.com/homedetails/2640-Grassy-Spring-Pl-Las-Vegas-NV-89135/7149952_zpid/,89135
"$549,777 ",4,3,"2,414","269 Pebble Canyon Dr, Las Vegas, NV 89123",,https://photos.zillowstatic.com/fp/7c6dae773ba4a44120d8f73c0b47413f-p_e.jpg,https://www.zillow.com/homedetails/269-Pebble-Canyon-Dr-Las-Vegas-NV-89123/55110849_zpid/,89123
"$14,900,000 ",6,8,"13,489","27 Eagles Landing Ln, Las Vegas, NV 89141",,https://photos.zillowstatic.com/fp/68d59dc0b751875735a44505ca669f5a-p_e.jpg,https://www.zillow.com/homedetails/27-Eagles-Landing-Ln-Las-Vegas-NV-89141/70055445_zpid/,89141
"$525,000 ",2,3,"1,329","2700 Las Vegas Blvd S UNIT 1701, Las Vegas, NV 89109",,https://photos.zillowstatic.com/fp/f830edc484f83d56a1c394f951583d10-p_e.jpg,https://www.zillow.com/homedetails/2700-Las-Vegas-Blvd-S-UNIT-1701-Las-Vegas-NV-89109/79874990_zpid/,89109
"$510,000 ",4,2,"1,980","2719 Artic St, Las Vegas, NV 89121",,https://photos.zillowstatic.com/fp/c4b164bdd5429fd5c3b2aeecd4d33378-p_e.jpg,https://www.zillow.com/homedetails/2719-Artic-St-Las-Vegas-NV-89121/7088086_zpid/,89121
"$359,900 ",2,2,"1,220","2737 Valley Downs Dr, Las Vegas, NV 89134",,https://photos.zillowstatic.com/fp/95d262e2c2ebfc4ea0316ef4cda5172d-p_e.jpg,https://www.zillow.com/homedetails/2737-Valley-Downs-Dr-Las-Vegas-NV-89134/6907871_zpid/,89134
"$334,990 ",3,2,"1,788","2799 Heritage Dr, Las Vegas, NV 89121",,https://photos.zillowstatic.com/fp/ede0c84e93b89e5fa338839090e3cc01-p_e.jpg,https://www.zillow.com/homedetails/2799-Heritage-Dr-Las-Vegas-NV-89121/7089087_zpid/,89121
"$819,000 ",5,4.5,"4,892","28 Living Edens Ct, Las Vegas, NV 89148",https://ssl.cdn-redfin.com/photo/95/islphoto/059/genIslnoResize.2528059_0.jpg,https://www.redfin.com/NV/Las-Vegas/28-Living-Edens-Ct-89148/home/29873809,,89148
"$4,995,000 ",14,18,"26,739","2801 Pinto Ln, Las Vegas, NV 89107",,https://photos.zillowstatic.com/fp/ea7007d668591d18b99ca6df2103094f-p_e.jpg,https://www.zillow.com/homedetails/2801-Pinto-Ln-Las-Vegas-NV-89107/7013635_zpid/,89107
"$798,000 ",4,3,"3,031","2804 Shadow Creek Cir, Las Vegas, NV 89117",,https://photos.zillowstatic.com/fp/9a27943818a0c4c3b01a68e0a1ef1271-p_e.jpg,https://www.zillow.com/homedetails/2804-Shadow-Creek-Cir-Las-Vegas-NV-89117/7115036_zpid/,89117
"$310,000 ",3,2,"1,145","2811 Sesame Dr, Las Vegas, NV 89142",,https://photos.zillowstatic.com/fp/9b6008034c0c564774cb0e8a9679c56d-p_e.jpg,https://www.zillow.com/homedetails/2811-Sesame-Dr-Las-Vegas-NV-89142/7055486_zpid/,89142
"$300,000 ",3,2,"1,288","2814 Pisces Ct, Las Vegas, NV 89115",https://ssl.cdn-redfin.com/photo/95/islphoto/092/genIslnoResize.2528092_0.jpg,https://www.redfin.com/NV/Las-Vegas/2814-Pisces-Ct-89115/home/29362763,,89115
"$6,975,000 ",10,6,"8,467","2818 E Quail Ave, Las Vegas, NV 89120",,https://photos.zillowstatic.com/fp/28b37fba2ba3de750622b418f1e4b71c-p_e.jpg,https://www.zillow.com/homedetails/2818-E-Quail-Ave-Las-Vegas-NV-89120/7104026_zpid/,89120
"$650,000 ",4,3,"2,566","2825 S Bronco St, Las Vegas, NV 89146",,https://photos.zillowstatic.com/fp/c09085f11d6d5b15f347527a6e20d3b2-p_e.jpg,https://www.zillow.com/homedetails/2825-S-Bronco-St-Las-Vegas-NV-89146/7119053_zpid/,89146
"$235,000 ",1,1,761,"2831 Geary Pl #2923, Las Vegas, NV 89109",,https://www.redfin.com/NV/Las-Vegas/2831-Geary-Pl-89109/unit-2923/home/29063795,,89109
"$235,000 ",1,1,761,"2831 Geary Pl UNIT 2923, Las Vegas, NV 89109",,https://photos.zillowstatic.com/fp/a94560c6352a47cf49890a6626f2fda6-p_e.jpg,https://www.zillow.com/homedetails/2831-Geary-Pl-UNIT-2923-Las-Vegas-NV-89109/66860991_zpid/,89109
"$400,000 ",3,3,"1,895","2841 Montage Sun Rd #3, Las Vegas, NV 89183",,https://photos.zillowstatic.com/fp/8241b658737354f59dc070a11c121d2e-p_e.jpg,https://www.zillow.com/homedetails/2841-Montage-Sun-Rd-3-Las-Vegas-NV-89183/2057791097_zpid/,89183
"$300,000 ",2,3,"1,884","2842 Campo Verde Dr, Las Vegas, NV 89121",,https://photos.zillowstatic.com/fp/7fe0c4ffd7966399e689bee6e55ef49d-p_e.jpg,https://www.zillow.com/homedetails/2842-Campo-Verde-Dr-Las-Vegas-NV-89121/7090173_zpid/,89121
"$205,000 ",1,1,897,"2843 Geary Pl #3104, Las Vegas, NV 89109",https://ssl.cdn-redfin.com/photo/95/islphoto/859/genIslnoResize.2526859_1.jpg,https://www.redfin.com/NV/Las-Vegas/2843-Geary-Pl-89109/unit-3104/home/29063761,,89109
"$205,000 ",1,1,897,"2843 Geary Pl UNIT 3104, Las Vegas, NV 89109",,https://photos.zillowstatic.com/fp/4e73b5f205c71e52f0f5f47d18c83c4e-p_e.jpg,https://www.zillow.com/homedetails/2843-Geary-Pl-UNIT-3104-Las-Vegas-NV-89109/66861022_zpid/,89109
"$299,990 ",3,2,"1,412","2851 S Valley View Blvd #1058, Las Vegas, NV 89102",https://ssl.cdn-redfin.com/photo/95/islphoto/940/genIslnoResize.2527940_0.jpg,https://www.redfin.com/NV/Las-Vegas/2851-S-Valley-View-Blvd-89102/unit-1058/home/29464720,,89102
"$299,990 ",3,2,"1,412","2851 S Valley View Blvd UNIT 1058, Las Vegas, NV 89102",,https://photos.zillowstatic.com/fp/7ced6984a76be911b480055f947d30f7-p_e.jpg,https://www.zillow.com/homedetails/2851-S-Valley-View-Blvd-UNIT-1058-Las-Vegas-NV-89102/7084246_zpid/,89102
"$295,000 ",3,3,"1,412","2851 S Valley View Blvd UNIT 1137B, Las Vegas, NV 89102",,https://photos.zillowstatic.com/fp/3af8c4e5e2093e4619c68489fb846cd6-p_e.jpg,https://www.zillow.com/homedetails/2851-S-Valley-View-Blvd-UNIT-1137B-Las-Vegas-NV-89102/2068543993_zpid/,89102
"$190,000 ",1,1,793,"2854 Geary Pl UNIT 3816, Winchester, NV 89109",,https://photos.zillowstatic.com/fp/fe8274379084b9c5f546d6d00ee2a722-p_e.jpg,https://www.zillow.com/homedetails/2854-Geary-Pl-UNIT-3816-Winchester-NV-89109/66861140_zpid/,89109
"$579,000 ",2,2,"1,712","2857 Paradise Rd #506, Las Vegas, NV 89109",https://ssl.cdn-redfin.com/photo/95/islphoto/272/genIslnoResize.2528272_0.jpg,https://www.redfin.com/NV/Las-Vegas/2857-Paradise-Rd-89109/unit-506/home/29895854,,89109
"$149,999 ",2,2,"1,152","2861 Kolob Ct, Las Vegas, NV 89142",,https://photos.zillowstatic.com/fp/a6beaf35b63798b7dcfc27a2e83820f0-p_e.jpg,https://www.zillow.com/homedetails/2861-Kolob-Ct-Las-Vegas-NV-89142/7056037_zpid/,89142
"$215,000 ",3,2,"1,344","2884 Lassen Ct, Las Vegas, NV 89142",,https://photos.zillowstatic.com/fp/b23f2d11856495f10e7d8c96abfc548d-p_e.jpg,https://www.zillow.com/homedetails/2884-Lassen-Ct-Las-Vegas-NV-89142/7056034_zpid/,89142
"$314,999 ",3,2,"1,700","2892 San Lago Ct, Las Vegas, NV 89121",,https://photos.zillowstatic.com/fp/53253c9a7c5ccd35a6ffc51fa5a42b3a-p_e.jpg,https://www.zillow.com/homedetails/2892-San-Lago-Ct-Las-Vegas-NV-89121/7089905_zpid/,89121
"$419,000 ",2,2,"1,388","2905 Darby Falls Dr, Las Vegas, NV 89134",,https://photos.zillowstatic.com/fp/94cdc326a1536ca03ec224dd9f7dad5f-p_e.jpg,https://www.zillow.com/homedetails/2905-Darby-Falls-Dr-Las-Vegas-NV-89134/6906885_zpid/,89134
"$725,000 ",3,3,"1,883","2905 Mason Ave, Las Vegas, NV 89102",,https://photos.zillowstatic.com/fp/8e1335d2b3c77d86ae24a15a800681ae-p_e.jpg,https://www.zillow.com/homedetails/2905-Mason-Ave-Las-Vegas-NV-89102/7081332_zpid/,89102
"$749,777 ",3,3,"2,746","2906 Bel Air Dr, Las Vegas, NV 89109",,https://photos.zillowstatic.com/fp/5829e86c0677abfcafa20060e91f03ad-p_e.jpg,https://www.zillow.com/homedetails/2906-Bel-Air-Dr-Las-Vegas-NV-89109/7085600_zpid/,89109
"$489,900 ",4,3,"2,200","2908 Charming Dale Way, Las Vegas, NV 89117",,https://photos.zillowstatic.com/fp/ef816b5df7cbb59f7a917bdd0b276d14-p_e.jpg,https://www.zillow.com/homedetails/2908-Charming-Dale-Way-Las-Vegas-NV-89117/7113858_zpid/,89117
"$649,000 ",3,2,"2,486","2908 Haddon Dr, Las Vegas, NV 89134",,https://photos.zillowstatic.com/fp/8049c8e2f4ebbe031ad6a268b986d8f8-p_e.jpg,https://www.zillow.com/homedetails/2908-Haddon-Dr-Las-Vegas-NV-89134/6942130_zpid/,89134
"$109,999 ",2,1,908,"2908 Siki Ct Unit D, Las Vegas, NV 89101",https://ssl.cdn-redfin.com/photo/95/islphoto/589/genIslnoResize.2528589_0.jpg,https://www.redfin.com/NV/Las-Vegas/2908-Siki-Ct-89101/unit-D/home/29350868,,89101
"$615,000 ",3,3,"1,672","2909 Bel Air Dr, Las Vegas, NV 89109",,https://photos.zillowstatic.com/fp/087ee4ea990aac1c88472b957e3a925e-p_e.jpg,https://www.zillow.com/homedetails/2909-Bel-Air-Dr-Las-Vegas-NV-89109/7085511_zpid/,89109
"$670,000 ",4,3,"2,730","2929 Morning Dew St, Las Vegas, NV 89117",,https://photos.zillowstatic.com/fp/55076ce951bc5c3aecc22c5a6ac637a6-p_e.jpg,https://www.zillow.com/homedetails/2929-Morning-Dew-St-Las-Vegas-NV-89117/7112646_zpid/,89117
"$399,900 ",4,2,"1,559","2941 Vegas Dr, Las Vegas, NV 89106",,https://photos.zillowstatic.com/fp/5699b8214611ed6f5cd62bccca39cc57-p_e.jpg,https://www.zillow.com/homedetails/2941-Vegas-Dr-Las-Vegas-NV-89106/7009883_zpid/,89106
"$169,990 ",2,2,884,"2963 Juniper Hills Blvd UNIT 204, Sunrise Manor, NV 89142",,https://photos.zillowstatic.com/fp/f2bc2021b89cf5e21b15004ba52d066f-p_e.jpg,https://www.zillow.com/homedetails/2963-Juniper-Hills-Blvd-UNIT-204-Sunrise-Manor-NV-89142/66821887_zpid/,89142
"$425,000 ",4,2.5,"1,915","2971 N Gateway Rd, Las Vegas, NV 89115",https://ssl.cdn-redfin.com/photo/95/islphoto/615/genIslnoResize.2527615_1.jpg,https://www.redfin.com/NV/Las-Vegas/2971-N-Gateway-Rd-89115/home/29364052,,89115
"$229,500 ",3,2,"1,074","2974 Juniper Hills Blvd UNIT 103, Las Vegas, NV 89142",,https://photos.zillowstatic.com/fp/c93bf1feba05c5c75d78e09c5dd5d27a-p_e.jpg,https://www.zillow.com/homedetails/2974-Juniper-Hills-Blvd-UNIT-103-Las-Vegas-NV-89142/66821946_zpid/,89142
"$219,000 ",3,2,"1,074","2974 Juniper Hills Blvd UNIT 202, Las Vegas, NV 89142",,https://photos.zillowstatic.com/fp/84ea0760ce8f6eb839d8fc09ef8f2709-p_e.jpg,https://www.zillow.com/homedetails/2974-Juniper-Hills-Blvd-UNIT-202-Las-Vegas-NV-89142/66821948_zpid/,89142
"$180,000 ",2,2,896,"2980 Juniper Hills Blvd UNIT 101, Las Vegas, NV 89142",,https://photos.zillowstatic.com/fp/a5806f92724343340aa4cf0f88b94090-p_e.jpg,https://www.zillow.com/homedetails/2980-Juniper-Hills-Blvd-UNIT-101-Las-Vegas-NV-89142/66821959_zpid/,89142
"$1,195,000 ",3,3,"2,577","3001 Haddon Dr, Las Vegas, NV 89134",,https://photos.zillowstatic.com/fp/f74eef1b0fb30fd38b8f409195464f21-p_e.jpg,https://www.zillow.com/homedetails/3001-Haddon-Dr-Las-Vegas-NV-89134/6941892_zpid/,89134
"$710,000 ",3,2.5,"2,619","3004 Gilmary Ave, Las Vegas, NV 89102",https://ssl.cdn-redfin.com/photo/95/islphoto/536/genIslnoResize.2526536_1.jpg,https://www.redfin.com/NV/Las-Vegas/3004-Gilmary-Ave-89102/home/29458437,,89102
"$620,000 ",2,2,1800,"3004 Morning Ridge Dr, Las Vegas, NV 89134",https://ssl.cdn-redfin.com/photo/95/islphoto/504/genIslnoResize.2526504_1.jpg,https://www.redfin.com/NV/Las-Vegas/3004-Morning-Ridge-Dr-89134/home/29149342,,89134
"$468,888 ",2,2,"1,392","3013 Sungold Dr, Las Vegas, NV 89134",,https://photos.zillowstatic.com/fp/41314749bcd2dec95d07373027a3af22-p_e.jpg,https://www.zillow.com/homedetails/3013-Sungold-Dr-Las-Vegas-NV-89134/6940698_zpid/,89134
"$459,000 ",3,2,"1,437","3016 Gentle Breeze St, Las Vegas, NV 89108",,https://photos.zillowstatic.com/fp/69ece8dfe761ddd57d6206c9218b7238-p_e.jpg,https://www.zillow.com/homedetails/3016-Gentle-Breeze-St-Las-Vegas-NV-89108/6934719_zpid/,89108
"$698,888 ",4,3,"2,688","3019 Azure Bay St, Las Vegas, NV 89117",,https://photos.zillowstatic.com/fp/5d1e2c58c6a933441bb631b104e2f807-p_e.jpg,https://www.zillow.com/homedetails/3019-Azure-Bay-St-Las-Vegas-NV-89117/7117326_zpid/,89117
"$420,000 ",4,3,"2,061","3036 Sierra Ridge Dr, Las Vegas, NV 89156",,https://photos.zillowstatic.com/fp/b9a0b5c6ca38d5d932c7d48fd421f2bf-p_e.jpg,https://www.zillow.com/homedetails/3036-Sierra-Ridge-Dr-Las-Vegas-NV-89156/7020535_zpid/,89156
"$415,000 ",2,3,"1,635","304 Cascade Mist Ave, Las Vegas, NV 89123",https://ssl.cdn-redfin.com/photo/95/islphoto/881/genIslnoResize.2527881_0.jpg,https://www.redfin.com/NV/Las-Vegas/304-Cascade-Mist-Ave-89123/home/29629627,,89123
"$345,000 ",3,2,"1,258","304 Deauville St, Las Vegas, NV 89106",,https://photos.zillowstatic.com/fp/1c0b1aed8ecec962a0fcd8bad7c69629-p_e.jpg,https://www.zillow.com/homedetails/304-Deauville-St-Las-Vegas-NV-89106/7014360_zpid/,89106
"$249,900 ",2,2,987,"3042 Tarpon Dr #203, Las Vegas, NV 89120",https://ssl.cdn-redfin.com/photo/95/islphoto/446/genIslnoResize.2526446_1.jpg,https://www.redfin.com/NV/Las-Vegas/3042-Tarpon-Dr-89120/unit-203/home/29511232,,89120
"$279,900 ",3,2,"1,183","3049 Cedar St, Las Vegas, NV 89104",,https://photos.zillowstatic.com/fp/5407ebd28001d89ff6f7de38da130ec3-p_e.jpg,https://www.zillow.com/homedetails/3049-Cedar-St-Las-Vegas-NV-89104/7075811_zpid/,89104
"$750,000 ",4,4,"2,978","3059 Lenoir St, Las Vegas, NV 89135",,https://photos.zillowstatic.com/fp/2cfccfd24b5a4e7d0fa32172f8a505a5-p_e.jpg,https://www.zillow.com/homedetails/3059-Lenoir-St-Las-Vegas-NV-89135/53373489_zpid/,89135
"$260,000 ",3,2,"1,190","3061 Key Largo Dr #201, Las Vegas, NV 89120",https://ssl.cdn-redfin.com/photo/95/islphoto/782/genIslnoResize.2527782_2.jpg,https://www.redfin.com/NV/Las-Vegas/3061-Key-Largo-Dr-89120/unit-201/home/29511348,,89120
"$260,000 ",3,2,"1,190","3061 Key Largo Dr UNIT 201, Paradise Town, NV 89120",,https://photos.zillowstatic.com/fp/fb32c2732442eac0b515d8eba163ced3-p_e.jpg,https://www.zillow.com/homedetails/3061-Key-Largo-Dr-UNIT-201-Paradise-Town-NV-89120/7100411_zpid/,89120
"$369,000 ",3,2,"1,506","3072 Vegas Valley Dr, Las Vegas, NV 89121",,https://photos.zillowstatic.com/fp/f109f3092dc88638e36919be8c07d3f5-p_e.jpg,https://www.zillow.com/homedetails/3072-Vegas-Valley-Dr-Las-Vegas-NV-89121/7089200_zpid/,89121
"$785,000 ",5,3.5,"3,170","3095 E Viking Rd, Las Vegas, NV 89121",https://ssl.cdn-redfin.com/system_files/media/826676_JPG/genDesktopMapHomeCardUrl/item_6.jpg,https://www.redfin.com/NV/Las-Vegas/3095-E-Viking-Rd-89121/home/29475572,,89121
"$589,000 ",3,2,"2,331","3105 Moongold Ct, Las Vegas, NV 89134",,https://photos.zillowstatic.com/fp/de1e8cd463055bbbce3da4a3a2ecf8ec-p_e.jpg,https://www.zillow.com/homedetails/3105-Moongold-Ct-Las-Vegas-NV-89134/6939616_zpid/,89134
