URL,Walk Score (out of 100),Transit Score (out of 100),Bike Score (out of 100),Elementary School Name,Elementary School Score (out of 10),Middle School Name,Middle School Score (out of 10),High School Name,High School Score (out of 10),Address,Price,Beds,Baths,Sq Ft,Est. Monthly Payment,Time on Redfin,Year Built,Property Type,Style,HOA Dues,Lot Size,Garage Spaces,Has Pool,Floor Type,Heat Type,Cool Type,Tax Amount,Has Patio,Flood Factor,Fire Factor,Heat Factor,Wind Factor
https://www.redfin.com/NV/Las-Vegas/8310-Gold-River-Ct-89113/home/175526676,6,,26,Judith D Steele Elementary School,8,Lawrence & Heidi Canarelli Middle School,7,Sierra Vista High School,2,"8310 Gold River Ct,Las Vegas,NV89113","$585,000 ",5,3,"2,646","Est. $4,013/mo",9 days,2022,"Residential, Single Family Residence",Two Story,$39/month,"3,920 Sq. Ft.",2,,"Carpet, Tile","Central, Gas, Multiple Heating Units","Central Air, Electric, 2 Units","$5,013 ","Balcony, Covered, Patio",Minimal,Major,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/4607-Maxwell-Peak-Ct-89139/home/28992620,26,,32,Dennis Ortwein Elementary,7,Lois & Jerry Tarkanian Middle School,8,Desert Oasis High School,5,"4607 Maxwell Peak Ct,Las Vegas,NV89139","$554,900 ",5,3,"2,647","Est. $3,624/mo",9 days,2004,"Residential, Single Family Residence",Two Story,$42/month,"4,792 Sq. Ft.",2,,"Ceramic Tile, Laminate","Central, Gas","Central Air, Electric","$2,507 ","Covered, Patio",Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/7853-Limestone-Arch-Ave-89178/home/29056119,55,,48,Carolyn S Reedom Elementary School,5,Lois & Jerry Tarkanian Middle School,8,Desert Oasis High School,5,"7853 Limestone Arch Ave,Las Vegas,NV89178","$449,900 ",3,2.5,"2,032","Est. $2,958/mo",9 days,2006,"Residential, Single Family Residence",Two Story,$31/month,"3,920 Sq. Ft.",2,,"Carpet, Tile","Central, Gas","Central Air, Electric","$2,308 ","Covered, Patio",Minimal,Major,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/208-Fox-Lake-Ave-89148/home/29899363,49,34,41,Don And Dee Snyder Elementary School,6,Wilbur & Theresa Faiss Middle School,6,Sierra Vista High School,2,"208 Fox Lake Ave,Las Vegas,NV89148","$544,000 ",4,2.5,"2,759","Est. $3,796/mo",10 days,2002,"Residential, Single Family Residence",Two Story,$182/month,"5,663 Sq. Ft.",2,Community,Carpet,"Central, Gas","Central Air, Electric","$3,688 ",Patio,Minimal,Severe,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/239-Star-Ruby-Ct-89183/home/144626690,10,,29,John C. Bass Elementary School,6,Charles Silvestri Junior High School,5,Liberty High School,4,"239 Star Ruby Ct,Las Vegas,NV89183","$828,000 ",3,2.5,"2,527","Est. $5,579/mo",10 days,2017,"Residential, Single Family Residence",One Story,$90/month,0.32 Acres,3,,"Carpet, Tile","Central, Gas","Central Air, Electric","$5,473 ",,Minimal,Minor,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/5925-Banbury-Heights-Way-89139/home/29950037,35,,38,Mark L Fine Elementary School,7,Lawrence & Heidi Canarelli Middle School,7,Desert Oasis High School,5,"5925 Banbury Heights Way,Las Vegas,NV89139","$369,000 ",3,2.5,"1,398","Est. $2,429/mo",10 days,2003,"Residential, Single Family Residence",Two Story,$60/month,"3,049 Sq. Ft.",2,,Carpet,"Central, Gas","Central Air, Electric","$1,511 ",Patio,Minimal,Major,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/9057-Norwood-Creek-Rd-89139/home/29490144,16,,39,Aldeane Comito Ries Elementary School,5,Lois & Jerry Tarkanian Middle School,8,Desert Oasis High School,5,"9057 Norwood Creek Rd,Las Vegas,NV89139","$415,000 ",3,2.5,"2,179","Est. $2,790/mo",10 days,2008,"Residential, Single Family Residence",Two Story,$54/month,"3,049 Sq. Ft.",2,,"Carpet, Ceramic Tile, Laminate","Central, Gas","Central Air, Electric","$2,562 ",,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/8768-Charm-Canyon-Ave-89178/home/29492111,3,,29,Carolyn S Reedom Elementary School,5,Wilbur & Theresa Faiss Middle School,6,Desert Oasis High School,5,"8768 Charm Canyon Ave,Las Vegas,NV89178","$419,900 ",4,3,"1,686","Est. $2,859/mo",10 days,2007,"Residential, Single Family Residence",Two Story,$130/month,"3,049 Sq. Ft.",2,Community,Carpet,"Central, Gas","Central Air, Electric","$2,115 ",,Minimal,Major,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/9338-Wilderness-Glen-Ave-89178/home/29056621,9,,34,William V Wright Elementary School,6,Wilbur & Theresa Faiss Middle School,6,Sierra Vista High School,2,"9338 Wilderness Glen Ave,Las Vegas,NV89178","$624,900 ",5,3.5,"2,673","Est. $4,240/mo",10 days,2005,"Residential, Single Family Residence",One Story,$147/month,"9,148 Sq. Ft.",2,Community,"Carpet, Tile","Central, Gas","Central Air, Electric","$3,536 ",,Minimal,Major,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/8934-Cypress-Fog-Ct-89178/home/177142816,1,,29,Robert L Forbuss Elementary School,7,Wilbur & Theresa Faiss Middle School,6,Sierra Vista High School,2,"8934 Cypress Fog Ct,Las Vegas,NV89178","$528,000 ",5,3,"2,664","Est. $3,317/mo",10 days,2022,"Residential, Single Family Residence",Two Story,$30/month,"3,485 Sq. Ft.",2,,"Carpet, Tile","Gas, High Efficiency","Electric, High Efficiency",$927 ,,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/7584-Eastham-Bay-Ave-89179/home/109635627,8,,27,Jan Jones Blackhurst Elementary School,9,Lois & Jerry Tarkanian Middle School,8,Desert Oasis High School,5,"7584 Eastham Bay Ave,Las Vegas,NV89179","$469,000 ",3,2.5,"1,700","Est. $3,206/mo",10 days,2015,"Residential, Single Family Residence",Two Story,$99/month,"3,049 Sq. Ft.",2,Community,"Ceramic Tile, Laminate","Central, Gas","Central Air, Electric","$3,069 ",,Minimal,Major,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/10118-Cache-River-Ct-89141/home/166355328,10,,26,Aldeane Comito Ries Elementary School,5,Lois & Jerry Tarkanian Middle School,8,Desert Oasis High School,5,"10118 Cache River Ct,Las Vegas,NV89141","$695,000 ",5,2.5,"3,971","Est. $4,727/mo",11 days,2019,"Residential, Single Family Residence",Three Story,$32/month,"4,356 Sq. Ft.",2,,"Carpet, Ceramic Tile","Central, Gas","Central Air, Gas, 2 Units","$5,647 ",Balcony,Moderate,Moderate,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/8697-Roping-Rodeo-Ave-89178/unit-102/home/29037872,18,,36,William V Wright Elementary School,6,Wilbur & Theresa Faiss Middle School,6,Desert Oasis High School,5,"8697 Roping Rodeo Ave #102,Las Vegas,NV89178","$317,000 ",2,2.5,"1,167","Est. $2,167/mo",11 days,2005,"Residential, Townhouse",Two Story,$155/month,871 Sq. Ft.,1,Community,"Carpet, Ceramic Tile","Central, Gas","Central Air, Electric, Refrigerated","$1,017 ",Patio,Moderate,Severe,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/93-Cree-Ave-89123/home/29628594,65,,52,John R Hummel Elementary School,5,Charles Silvestri Junior High School,5,Liberty High School,4,"93 Cree Ave,Las Vegas,NV89123","$420,000 ",3,2,"1,563","Est. $2,688/mo",11 days,2000,"Residential, Single Family Residence",One Story,,"6,970 Sq. Ft.",2,,"Laminate, Tile","Central, Gas","Central Air, Electric","$1,620 ","Covered, Patio",Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/28-Living-Edens-Ct-89148/home/29873809,39,33,37,Don And Dee Snyder Elementary School,6,Wilbur & Theresa Faiss Middle School,6,Sierra Vista High School,2,"28 Living Edens Ct,Las Vegas,NV89148","$819,000 ",5,4.5,"4,892","Est. $5,672/mo",12 days,2001,"Residential, Single Family Residence",Two Story,$180/month,"7,405 Sq. Ft.",3,"Association, Community","Hardwood, Tile","Central, Gas","Central Air, Electric","$6,160 ","Covered, Patio",Minimal,Severe,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/7474-Almansor-St-89139/home/29181629,54,,43,Dr. Beverly S. Mathis Elementary School,9,Lawrence & Heidi Canarelli Middle School,7,Desert Oasis High School,5,"7474 Almansor St,Las Vegas,NV89139","$395,000 ",3,2.5,"1,618","Est. $2,551/mo",12 days,2006,"Residential, Single Family Residence",Two Story,$42/month,"2,178 Sq. Ft.",1,,"Carpet, Hardwood, Tile","Central, Gas","Central Air, Electric","$1,296 ",,Minimal,Major,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/304-Cascade-Mist-Ave-89123/home/29629627,20,,27,John R Hummel Elementary School,5,Charles Silvestri Junior High School,5,Liberty High School,4,"304 Cascade Mist Ave,Las Vegas,NV89123","$415,000 ",2,3,"1,635","Est. $2,765/mo",12 days,1999,"Residential, Townhouse",One Story,$105/month,"3,485 Sq. Ft.",2,Community,"Ceramic Tile, Hardwood","Central, Gas","Central Air, Electric","$1,652 ",,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/109-Short-Ruff-Way-89148/home/29036903,25,30,28,Don And Dee Snyder Elementary School,6,Wilbur & Theresa Faiss Middle School,6,Sierra Vista High School,2,"109 Short Ruff Way,Las Vegas,NV89148","$529,900 ",3,2.5,"1,820","Est. $3,606/mo",13 days,2005,"Residential, Single Family Residence",Two Story,$180/month,"4,356 Sq. Ft.",2,Community,"Carpet, Tile","Central, Gas","Central Air, Electric","$2,460 ",Patio,Minimal,Severe,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/7304-Drumlin-St-89139/home/29010219,48,,43,Tony Alamo Elementary School,6,Lawrence & Heidi Canarelli Middle School,7,Sierra Vista High School,2,"7304 Drumlin St,Las Vegas,NV89139","$340,000 ",3,2.5,"1,211","Est. $2,253/mo",13 days,2005,"Residential, Single Family Residence",Two Story,$89/month,"2,178 Sq. Ft.",1,Community,Laminate,"Central, Gas","Central Air, Electric","$1,163 ","Balcony, Porch",Minimal,Major,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/4966-Tioga-Pass-Ave-89139/home/29036340,16,,37,Dr. Beverly S. Mathis Elementary School,9,Lawrence & Heidi Canarelli Middle School,7,Desert Oasis High School,5,"4966 Tioga Pass Ave,Las Vegas,NV89139","$410,000 ",3,3,"1,615","Est. $2,650/mo",13 days,2005,"Residential, Single Family Residence",Two Story,$39/month,"2,614 Sq. Ft.",2,,"Carpet, Tile","Central, Gas","Central Air, Electric","$1,425 ",,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/11587-Sweet-Nokia-St-89183/home/29043407,14,,48,Steve Schorr Elementary School,6,Del E Webb Middle School,8,Liberty High School,4,"11587 Sweet Nokia St,Las Vegas,NV89183","$569,500 ",5,2.5,"2,774","Est. $3,661/mo",13 days,2005,"Residential, Single Family Residence",Two Story,$15/month,"4,792 Sq. Ft.",2,"In Ground, Private","Carpet, Ceramic Tile","Central, Gas","Central Air, Electric","$2,211 ","Covered, Patio",Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/7914-Brianna-Cheerful-Ave-89178/home/40233053,17,,32,Carolyn S Reedom Elementary School,5,Lois & Jerry Tarkanian Middle School,8,Desert Oasis High School,5,"7914 Brianna Cheerful Ave,Las Vegas,NV89178","$866,998 ",5,3,"3,380","Est. $5,830/mo",13 days,2010,"Residential, Single Family Residence",Two Story,$166/month,"6,970 Sq. Ft.",3,"In Ground, Private, Waterfall","Carpet, Laminate, Tile","Central, Gas","Central Air, Electric","$4,723 ","Balcony, Covered, Patio",Minimal,Major,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/8172-Deerfield-Ranch-Ct-89139/home/30500652,58,,39,Mark L Fine Elementary School,7,Lawrence & Heidi Canarelli Middle School,7,Sierra Vista High School,2,"8172 Deerfield Ranch Ct,Las Vegas,NV89139","$584,000 ",5,3,"3,313","Est. $3,888/mo",13 days,2009,"Residential, Single Family Residence",Two Story,$37/month,"6,098 Sq. Ft.",3,,"Carpet, Tile","Central, Electric","Central Air, Electric","$3,613 ",Patio,Minimal,Major,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/10376-Station-Creek-Cir-89178/home/29449957,6,,30,Carolyn S Reedom Elementary School,5,Wilbur & Theresa Faiss Middle School,6,Desert Oasis High School,5,"10376 Station Creek Cir,Las Vegas,NV89178","$518,000 ",3,3,"2,118","Est. $3,503/mo",13 days,2006,"Residential, Single Family Residence",One Story,$147/month,"5,663 Sq. Ft.",2,Community,"Carpet, Tile","Central, Gas","Central Air, Electric","$2,491 ","Covered, Patio, Porch",Minimal,Major,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/9078-Marigold-Creek-St-89113/home/179959764,19,,40,Judith D Steele Elementary School,8,Lawrence & Heidi Canarelli Middle School,7,Sierra Vista High School,2,"9078 Marigold Creek St,Las Vegas,NV89113","$505,736 ",4,3,"2,124","Est. $3,539/mo",14 days,2024,"Residential, Single Family Residence",Two Story,$48/month,"3,485 Sq. Ft.",2,,"Carpet, Ceramic Tile","Central, Gas","Central Air, Electric","$5,000 ",Porch,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/9072-Marigold-Creek-St-89113/home/179959763,19,,40,Judith D Steele Elementary School,8,Lawrence & Heidi Canarelli Middle School,7,Sierra Vista High School,2,"9072 Marigold Creek St,Las Vegas,NV89113","$507,288 ",4,3,"2,124","Est. $3,548/mo",14 days,2024,"Residential, Single Family Residence",Two Story,$48/month,"3,485 Sq. Ft.",2,,"Carpet, Ceramic Tile","Central, Gas","Central Air, Electric","$5,000 ",Porch,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/9810-Fox-Estate-St-89141/home/166357316,12,,29,Aldeane Comito Ries Elementary School,5,Lois & Jerry Tarkanian Middle School,8,Desert Oasis High School,5,"9810 Fox Estate St,Las Vegas,NV89141","$499,000 ",5,2.5,"2,290","Est. $3,402/mo",14 days,2020,"Residential, Single Family Residence",Two Story,$65/month,"3,485 Sq. Ft.",2,,"Carpet, Laminate","Central, Gas","Central Air, Electric","$3,652 ",,Moderate,Major,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/7929-Red-Rock-Ridge-Ave-89179/home/29758625,1,,31,Jan Jones Blackhurst Elementary School,9,Lois & Jerry Tarkanian Middle School,8,Desert Oasis High School,5,"7929 Red Rock Ridge Ave,Las Vegas,NV89179","$570,000 ",4,3,"2,803","Est. $3,784/mo",14 days,2007,"Residential, Single Family Residence",Two Story,$95/month,"4,356 Sq. Ft.",2,,"Carpet, Ceramic Tile, Laminate","Central, Gas","Central Air, Electric","$2,697 ","Patio, Porch",Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/4524-Pacific-Sun-Ave-89139/home/28997185,21,,38,Dr. Beverly S. Mathis Elementary School,9,Lawrence & Heidi Canarelli Middle School,7,Desert Oasis High School,5,"4524 Pacific Sun Ave,Las Vegas,NV89139","$409,900 ",3,2,"1,452","Est. $2,587/mo",14 days,2004,"Residential, Single Family Residence",One Story,$16/month,"4,356 Sq. Ft.",2,,"Carpet, Laminate","Central, Gas","Central Air, Electric",$954 ,Patio,Minimal,Minor,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/9470-Castrato-Ct-89178/home/29066919,6,,21,Robert L Forbuss Elementary School,7,Wilbur & Theresa Faiss Middle School,6,Sierra Vista High School,2,"9470 Castrato Ct,Las Vegas,NV89178","$380,000 ",3,2.5,"1,467","Est. $2,486/mo",14 days,2006,"Residential, Single Family Residence",Two Story,$52/month,"3,049 Sq. Ft.",2,,"Carpet, Linoleum, Vinyl","Central, Gas","Central Air, Electric","$1,494 ",,Minimal,Major,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/95-Willow-Dove-Ave-89123/home/29628553,49,,46,John R Hummel Elementary School,5,Charles Silvestri Junior High School,5,Liberty High School,4,"95 Willow Dove Ave,Las Vegas,NV89123","$425,000 ",2,2,"1,305","Est. $2,722/mo",14 days,2001,"Residential, Single Family Residence",One Story,,"3,920 Sq. Ft.",2,,"Carpet, Laminate, Linoleum, Vinyl","Central, Gas","Central Air, Electric","$1,658 ",,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/9071-Herring-Cove-Ave-89178/home/29289096,18,,40,William V Wright Elementary School,6,Wilbur & Theresa Faiss Middle School,6,Sierra Vista High School,2,"9071 Herring Cove Ave,Las Vegas,NV89178","$460,000 ",3,2.5,"2,012","Est. $2,984/mo",14 days,2006,"Residential, Single Family Residence",Two Story,$65/month,"3,920 Sq. Ft.",2,,"Carpet, Ceramic Tile, Luxury Vinyl Plank","Central, Electric, Gas","Central Air, Electric","$1,631 ","Covered, Patio",Major,Severe,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/7673-Starshell-Point-Ct-89139/home/29891160,45,,42,Dr. Beverly S. Mathis Elementary School,9,Lawrence & Heidi Canarelli Middle School,7,Desert Oasis High School,5,"7673 Starshell Point Ct,Las Vegas,NV89139","$499,990 ",4,2.5,"2,001","Est. $3,199/mo",14 days,2001,"Residential, Single Family Residence",Two Story,$2/month,"5,663 Sq. Ft.",2,,"Luxury Vinyl Plank, Tile","Central, Gas","Central Air, Gas","$1,894 ",,Minimal,Major,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/11441-Roncat-Ct-89141/home/29002530,31,,33,Evelyn Stuckey Elementary School,9,Lois & Jerry Tarkanian Middle School,8,Desert Oasis High School,5,"11441 Roncat Ct,Las Vegas,NV89141","$644,900 ",5,3,"3,134","Est. $4,265/mo",14 days,2004,"Residential, Single Family Residence",Two Story,$124/month,"6,534 Sq. Ft.",3,,"Carpet, Ceramic Tile, Tile","Central, Electric, Gas, Multiple Heating Units","Central Air, Electric, 2 Units","$2,648 ","Balcony, Patio, Porch",Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/8639-Horizon-Wind-Ave-89178/unit-102/home/29037716,11,,36,William V Wright Elementary School,6,Wilbur & Theresa Faiss Middle School,6,Desert Oasis High School,5,"8639 Horizon Wind Ave #102,Las Vegas,NV89178","$335,000 ",3,2.5,"1,332","Est. $2,292/mo",14 days,2005,"Residential, Townhouse",Two Story,$157/month,871 Sq. Ft.,2,,"Carpet, Tile","Central, Gas","Central Air, Electric","$1,179 ",Patio,Minimal,Severe,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/7938-Elk-Mountain-St-89113/home/28990654,50,,43,Judith D Steele Elementary School,8,Lawrence & Heidi Canarelli Middle School,7,Sierra Vista High School,2,"7938 Elk Mountain St,Las Vegas,NV89113","$670,000 ",3,2.5,"2,764","Est. $4,536/mo",14 days,2004,"Residential, Single Family Residence",One Story,$51/month,"8,712 Sq. Ft.",3,"In Ground, Private",Luxury Vinyl Plank,"Central, Gas","Central Air, Electric","$4,944 ",,Minimal,Major,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/192-Erie-Ave-89183/home/29640241,4,,28,John C. Bass Elementary School,6,Charles Silvestri Junior High School,5,Liberty High School,4,"192 Erie Ave,Las Vegas,NV89183","$778,888 ",2,2,"1,440","Est. $4,883/mo",15 days,1971,"Residential, Single Family Residence",One Story,,1.02 Acres,1,,"Carpet, Marble, Tile",Electric,"Electric, Window Unit(s)","$1,779 ","Patio, Porch",Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/11524-Conerwood-St-89141/home/109631794,30,,18,Evelyn Stuckey Elementary School,9,Lois & Jerry Tarkanian Middle School,8,Desert Oasis High School,5,"11524 Conerwood St,Las Vegas,NV89141","$549,000 ",4,2.5,"2,432","Est. $3,690/mo",15 days,2015,"Residential, Single Family Residence",Two Story,$45/month,"4,356 Sq. Ft.",2,,"Carpet, Ceramic Tile, Laminate","Central, Gas","Central Air, Electric","$3,870 ",,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/9161-Dutch-Oven-Ct-89178/home/29055213,10,,36,William V Wright Elementary School,6,Wilbur & Theresa Faiss Middle School,6,Sierra Vista High School,2,"9161 Dutch Oven Ct,Las Vegas,NV89178","$519,900 ",5,3,"2,552","Est. $3,400/mo",15 days,2005,"Residential, Single Family Residence",Two Story,$20/month,"4,356 Sq. Ft.",3,,"Carpet, Ceramic Tile","Central, Gas","Central Air, Electric","$2,637 ",Patio,Minimal,Severe,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/7022-Solano-Canyon-Ave-89113/home/175526480,14,,30,Judith D Steele Elementary School,8,Lawrence & Heidi Canarelli Middle School,7,Sierra Vista High School,2,"7022 Solano Canyon Ave,Las Vegas,NV89113","$645,000 ",5,3,"3,088","Est. $4,337/mo",15 days,2021,"Residential, Single Family Residence",Two Story,$44/month,"4,792 Sq. Ft.",2,,"Carpet, Tile","Central, Gas","Central Air, Electric","$4,464 ",,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/4251-Marble-Bluff-Ave-89141/home/172604490,1,,25,Dennis Ortwein Elementary,7,Lois & Jerry Tarkanian Middle School,8,Desert Oasis High School,5,"4251 Marble Bluff Ave,Las Vegas,NV89141","$585,000 ",4,3,"2,421","Est. $4,007/mo",16 days,2021,"Residential, Single Family Residence",Two Story,$47/month,"3,920 Sq. Ft.",2,,"Carpet, Tile","Central, Gas","Central Air, Electric","$4,847 ","Covered, Patio",0,0,0,0
https://www.redfin.com/NV/Las-Vegas/9497-Diamond-Willow-Ct-89178/home/29068146,53,,44,Carolyn S Reedom Elementary School,5,Lois & Jerry Tarkanian Middle School,8,Desert Oasis High School,5,"9497 Diamond Willow Ct,Las Vegas,NV89178","$450,000 ",4,2.5,"1,875","Est. $2,966/mo",16 days,2006,"Residential, Single Family Residence",Two Story,$88/month,"2,614 Sq. Ft.",2,,"Carpet, Tile","Central, Gas","Central Air, Electric","$1,714 ","Covered, Patio",Minimal,Major,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/126-Chateau-Whistler-Ct-89148/home/29590444,12,31,32,Don And Dee Snyder Elementary School,6,Wilbur & Theresa Faiss Middle School,6,Sierra Vista High School,2,"126 Chateau Whistler Ct,Las Vegas,NV89148","$799,999 ",5,3.5,"3,402","Est. $5,397/mo",16 days,1998,"Residential, Single Family Residence",Two Story,$180/month,"6,098 Sq. Ft.",3,Community,"Carpet, Ceramic Tile, Laminate","Central, Gas, Multiple Heating Units","Central Air, Electric, 2 Units","$4,247 ",Balcony,Minimal,Severe,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/63-Piropiro-Ave-89183/home/179107388,13,,28,John C. Bass Elementary School,6,Charles Silvestri Junior High School,5,Liberty High School,4,"63 Piropiro Ave,Las Vegas,NV89183","$753,226 ",5,3,"3,000","Est. $4,740/mo",16 days,2023,"Residential, Single Family Residence",Two Story,$67/month,"5,663 Sq. Ft.",3,,"Carpet, Ceramic Tile","Central, Gas","Central Air, Electric","$1,132 ","Covered, Patio",Minimal,Minor,Severe,0
https://www.redfin.com/NV/Las-Vegas/85-Kokomiko-Ave-89183/home/179107366,13,,28,John C. Bass Elementary School,6,Charles Silvestri Junior High School,5,Liberty High School,4,"85 Kokomiko Ave,Las Vegas,NV89183","$691,233 ",4,2.5,"2,620","Est. $4,363/mo",16 days,2023,"Residential, Single Family Residence",Two Story,$67/month,"5,227 Sq. Ft.",2,,"Carpet, Ceramic Tile","Central, Gas","Central Air, Electric","$1,132 ",,Minimal,Minor,Severe,0
https://www.redfin.com/NV/Las-Vegas/10926-Florence-Hills-St-89141/home/29609130,8,,29,Dennis Ortwein Elementary,7,Lois & Jerry Tarkanian Middle School,8,Desert Oasis High School,5,"10926 Florence Hills St,Las Vegas,NV89141","$449,000 ",3,2.5,"1,873","Est. $3,003/mo",16 days,2007,"Residential, Single Family Residence",Two Story,$101/month,"2,614 Sq. Ft.",2,,"Carpet, Laminate","Central, Gas","Central Air, Electric","$2,226 ",Patio,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/89-Kokomiko-Ave-89183/home/179107365,13,,28,John C. Bass Elementary School,6,Charles Silvestri Junior High School,5,Liberty High School,4,"89 Kokomiko Ave,Las Vegas,NV89183","$771,514 ",5,4.5,"3,270","Est. $4,851/mo",16 days,2023,"Residential, Single Family Residence",Two Story,$67/month,"5,227 Sq. Ft.",2,,"Carpet, Ceramic Tile","Central, Gas","Central Air, Electric","$1,132 ",,Minimal,Minor,Severe,0
https://www.redfin.com/NV/Las-Vegas/10143-Jeffcott-St-89178/home/29490550,1,,26,Carolyn S Reedom Elementary School,5,Lois & Jerry Tarkanian Middle School,8,Desert Oasis High School,5,"10143 Jeffcott St,Las Vegas,NV89178","$450,000 ",3,2.5,"2,233","Est. $3,021/mo",16 days,2007,"Residential, Single Family Residence",Two Story,$66/month,"3,485 Sq. Ft.",2,,"Carpet, Tile","Central, Gas","Central Air, Electric","$2,633 ",Patio,Minimal,Major,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/8605-Sparrow-Desert-Ave-89148/home/144624747,10,,30,Don And Dee Snyder Elementary School,6,Wilbur & Theresa Faiss Middle School,6,Sierra Vista High School,2,"8605 Sparrow Desert Ave,Las Vegas,NV89148","$549,000 ",3,2.5,"2,572","Est. $3,739/mo",16 days,2017,"Residential, Single Family Residence",Two Story,$75/month,"5,663 Sq. Ft.",2,,Carpet,"Central, Electric","Central Air, Electric","$3,920 ","Balcony, Covered, Patio",Minimal,Severe,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/365-Sapphire-Rock-Ave-89183/home/167778190,45,,38,John C. Bass Elementary School,6,Charles Silvestri Junior High School,5,Liberty High School,4,"365 Sapphire Rock Ave,Las Vegas,NV89183","$889,000 ",4,3,"2,798","Est. $5,958/mo",17 days,2019,"Residential, Single Family Residence",One Story,$109/month,"9,148 Sq. Ft.",3,,"Carpet, Laminate","Central, Gas","Central Air, Electric","$5,349 ","Covered, Patio",Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/8257-Aster-Meadow-Way-89113/home/144625440,28,,31,Judith D Steele Elementary School,8,Lawrence & Heidi Canarelli Middle School,7,Sierra Vista High School,2,"8257 Aster Meadow Way,Las Vegas,NV89113","$685,000 ",4,3,"2,586","Est. $4,591/mo",17 days,2017,"Residential, Single Family Residence",Two Story,$98/month,"6,098 Sq. Ft.",2,,"Carpet, Ceramic Tile","Central, Gas","Central Air, Electric","$3,948 ",,Minimal,Severe,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/8795-Oak-Lawn-St-89148/home/174794260,21,,29,Don And Dee Snyder Elementary School,6,Wilbur & Theresa Faiss Middle School,6,Sierra Vista High School,2,"8795 Oak Lawn St,Las Vegas,NV89148","$419,900 ",3,2,"1,196","Est. $2,833/mo",17 days,2021,"Residential, Single Family Residence",One Story,$62/month,"4,356 Sq. Ft.",2,,Laminate,"Central, Gas, High Efficiency","Central Air, Electric","$2,628 ",,0,0,0,0
https://www.redfin.com/NV/Las-Vegas/7506-Mojave-Wind-Ave-89113/home/175526103,11,,27,Judith D Steele Elementary School,8,Lawrence & Heidi Canarelli Middle School,7,Sierra Vista High School,2,"7506 Mojave Wind Ave,Las Vegas,NV89113","$628,888 ",5,4.5,"3,088","Est. $4,324/mo",18 days,2021,"Residential, Single Family Residence",Two Story,$34/month,"4,792 Sq. Ft.",2,,"Carpet, Laminate, Marble","Gas, Multiple Heating Units","Central Air, Gas","$5,611 ",Patio,0,0,0,0
